id,title,organiser,blurb,description,guid,activity_or_event,url,is_free,price_display_teaser,price_display,price,min_price,max_price,age_group_display,min_age,max_age,datetime_display_teaser,datetime_display,start_datetime,end_datetime,venue_name,address_display,categories,images,longitude,latitude,checked,region,planning_area,label_tag,keyword_tag
26,HappyWiz iMall: A New Indoor Playground In Marine,HappyWiz,New and spacious indoor playground in Marine Parade.,"HappyWiz iMall offers a bright and spacious indoor playground experience in Marine Parade. This new facility provides a safe and engaging environment for children to explore and play. With a variety of play structures and activities, kids can enjoy hours of fun and excitement. The playground is designed to cater to different age groups, ensuring that every child has something to enjoy. Parents can relax and watch their children play in a comfortable and secure setting. HappyWiz iMall is the perfect destination for families looking for a fun and active day out.",https://www.littledayout.com/yooland-indoor-playground-westgate/,activity,https://www.happywiz.com.sg/,FALSE,From $28,From $28 for 1 hour - $48 for 3 hours,28,28,48,12 years old and below,0,12,Available daily,"Mon - Thu: 10am - 8pm, Fri & Weekends: 10am - 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,HappyWiz iMall,"5 Marine Parade Central, #04-01 HappyWIZ iMall Marine Parade, IMALL, Singapore 449410",Indoor Playground,"[{""local_path"": ""events_output/event_2/images/user_uploads/HappyWiz_iMall__A_New_Indoor_Playground_In_Marine_1.png"", ""filename"": ""HappyWiz_iMall__A_New_Indoor_Playground_In_Marine_1.png"", ""original_url"": ""https://www.happywiz.com.sg/gallery"", ""source_credit"": ""happywiz""}, {""local_path"": ""events_output/event_2/images/user_uploads/HappyWiz_iMall__A_New_Indoor_Playground_In_Marine_2.png"", ""filename"": ""HappyWiz_iMall__A_New_Indoor_Playground_In_Marine_2.png"", ""original_url"": ""https://www.happywiz.com.sg/gallery"", ""source_credit"": ""happywiz""}, {""local_path"": ""events_output/event_2/images/user_uploads/HappyWiz_iMall__A_New_Indoor_Playground_In_Marine_3.png"", ""filename"": ""HappyWiz_iMall__A_New_Indoor_Playground_In_Marine_3.png"", ""original_url"": ""https://www.happywiz.com.sg/gallery"", ""source_credit"": ""happywiz""}]",103.9066474,1.3031579,TRUE,Central Region,Marine Parade,,"imall, carnival"
27,Kiztopia Club Jurong Point - Space Adventure Awaits,Kiztopia,Explore a space-themed play universe with 12 concepts!,"Kiztopia Club at Jurong Point offers a 4,500 square feet outer space-themed play area. It features 12 different play concepts, including ball pits, a trampoline, and a carousel. An in-house café provides small bites and refreshments for both adults and kids. Children can jump, run, and climb, exploring a unique space travel experience. Perfect for young explorers seeking fun and adventure in a safe and engaging environment. Parents can relax while kids enjoy active play and imaginative exploration.",https://kiztopia.com/brands/kiztopia-club/,activity,https://kiztopia.com/brands/kiztopia-club/,FALSE,From $24.80,From $24.80 - $34.80,24.8,24.8,34.8,17 years old and below,0,17,Available daily,"Sun – Thurs: 10am to 8.30pm, Fri – Sat, Eve of PH & PH: 10am to 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Jurong Point,"1 Jurong West Central 2, #03-18/19, Singapore 648886",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Kiztopia_Club_Jurong_Point___Space_Adventure_Awaits_1.jpg"", ""filename"": ""Kiztopia_Club_Jurong_Point___Space_Adventure_Awaits_1.jpg"", ""original_url"": ""https://kiztopia.com/branches/jurong-point/"", ""source_credit"": ""kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2022/01/KJP_Branches-600-x-500-06.jpg"", ""source_credit"": ""Kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2022/01/KJP_Branches-600-x-500-05.jpg"", ""source_credit"": ""Kiztopia""}]",103.7061073,1.3400353,TRUE,West Region,Jurong West,,
28,Kiztopia Punggol Town Square Family Fun Awaits,Kiztopia,Discover Kiztopia at Punggol Town Square today!,"Kiztopia at Punggol Town Square offers a range of play areas designed for children of various ages. It features interactive zones that promote learning through play, fostering creativity and physical development. The venue includes soft play areas, climbing structures, and educational games suitable for toddlers and older kids. Parents can relax in designated seating areas while supervising their children. Kiztopia is committed to providing a safe and engaging environment for families to create lasting memories together through active play and exploration.",https://kiztopia.com/brands/kiztopia-club/,activity,https://kiztopia.com/brands/kiztopia-club/,FALSE,From $24.80,From $24.80 - $34.80,24.8,24.8,34.8,17 years old and below,0,17,Available daily,"Sun – Thurs: 10am to 8pm, Fri – Sat, Eve of PH & PH: 10am to 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Punggol Town Square,"85 Punggol Central, #01-01/02/03/04, Singapore 828726",Indoor Playground,"[{""local_path"": ""events_output/event_2/images/user_uploads/Kiztopia_Punggol_Town_Square_Family_Fun_Awaits_1.jpg"", ""filename"": ""Kiztopia_Punggol_Town_Square_Family_Fun_Awaits_1.jpg"", ""original_url"": ""https://kiztopia.com/branches/punggol-town/"", ""source_credit"": ""kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/03/KPG-01.jpg"", ""source_credit"": ""Kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2022/01/KPG_Branches-600-x-500-01.jpg"", ""source_credit"": ""Kiztopia""}]",103.9029726,1.4072937,TRUE,North-East Region,Punggol,,
29,Kiztopia at The Woodleigh Mall Adventure Awaits,Kiztopia,Fun’s under the ‘deep blue sea’! Join the exploration!,"Dive into an underwater-themed adventure at Kiztopia Woodleigh Mall! Explore exciting play concepts, including a climbing wall, trampolines, mega ball pits, and thrilling slides. Capture memorable photos with Kiztopia Friends in their diving gear and grab a souvenir before you leave. Perfect for families and children seeking an immersive and engaging play experience. Discover the wonders of the deep blue sea with interactive and stimulating activities designed to spark imagination and creativity in a safe and fun environment. A memorable experience for all!",https://kiztopia.com/brands/kiztopia-club/,activity,https://kiztopia.com/brands/kiztopia-club/,FALSE,From $24.80,From $24.80 - $34.80,24.8,24.8,34.8,17 years old and below,0,17,Available daily,"Sun – Thurs: 10am to 8pm, Fri – Sat, Eve of PH & PH: 10am to 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,The Woodleigh Mall,"11 Bidadari Park Dr, #01-50/51, Singapore 367803",Indoor Playground,"[{""local_path"": ""events_output/event_3/images/user_uploads/Kiztopia_at_The_Woodleigh_Mall_Adventure_Awaits_1.jpg"", ""filename"": ""Kiztopia_at_The_Woodleigh_Mall_Adventure_Awaits_1.jpg"", ""original_url"": ""https://kiztopia.com/branches/the-woodleigh-mall/"", ""source_credit"": ""kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/03/01.jpg"", ""source_credit"": ""Kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/03/02.jpg"", ""source_credit"": ""Kiztopia""}]",103.8710564,1.3380962,TRUE,Central Region,Toa Payoh,,
30,Kiztopia Jewel Changi Airport Play Area Fun Zone,Kiztopia,Indoor playground at Jewel Changi Airport.,"Kiztopia at Jewel Changi Airport offers an array of engaging play areas designed for children of various ages. The play areas include slides, climbing structures, and interactive games that promote physical activity and cognitive development. Kiztopia is dedicated to providing a safe and stimulating environment where children can learn through play. The venue is suitable for families with young children looking for a fun and educational experience. Kiztopia aims to create memorable moments for families by offering a diverse range of activities that cater to different interests and abilities. The play areas are designed to encourage creativity, problem-solving, and social interaction among children.",https://kiztopia.com/brands/kiztopia-club/,activity,https://kiztopia.com/brands/kiztopia-club/,FALSE,From $24.80,From $24.80 - $34.80,24.8,24.8,34.8,17 years old and below,0,17,Available daily,"Sun – Thurs: 10am to 8pm, Fri – Sat, Eve of PH & PH: 10am to 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Jewel Changi Airport,"Toys""R""Us @ Jewel, 78 Airport Blvd., B1-210 Singapore Changi Airport, Singapore 819666",Indoor Playground,"[{""local_path"": ""events_output/event_4/images/user_uploads/Kiztopia_Jewel_Changi_Airport_Play_Area_Fun_Zone_1.jpg"", ""filename"": ""Kiztopia_Jewel_Changi_Airport_Play_Area_Fun_Zone_1.jpg"", ""original_url"": ""https://kiztopia.com/branches/kiztopia-jewel/"", ""source_credit"": ""kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/09/06.jpg"", ""source_credit"": ""Kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2023/09/02.jpg"", ""source_credit"": ""Kiztopia""}]",103.990422,1.3599658,TRUE,East Region,Changi,,
31,Action Motion Adventure Park at Bedok Reservoir,HomeTeamNS,Experience thrilling activities at Bedok Reservoir.,"Action Motion offers a range of exciting activities suitable for families and thrill-seekers. Located at HomeTeamNS Bedok Reservoir, this adventure park provides a unique blend of outdoor challenges and fun experiences. Activities include high-element courses, rock climbing, and other adrenaline-pumping adventures designed to test your limits and create lasting memories. Perfect for families looking for an active day out, Action Motion caters to various skill levels, ensuring everyone can participate and enjoy the excitement. The park emphasizes safety and provides trained instructors to guide participants through each activity, making it a secure and enjoyable environment for all ages. Get ready for an unforgettable adventure at Action Motion!",https://www.hometeamns.sg/bedok-reservoir-origin/actionmotion/,activity,https://www.hometeamns.sg/bedok-reservoir-origin/actionmotion/,FALSE,From $25,From $25 to $35 for 2.5 hours,25,25,35,5 years and above (min weight: 20kg),5,0,Available daily (except Mon),"Weekdays (except Mon): 12pm - 8:30pm, Weekends/PH & eve/School holidays: 9am - 8:30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,HomeTeamNS Bedok Reservoir,"900 Bedok North Rd, #02-07 HomeTeamNS Bedok Reservoir Clubhouse, Singapore 479994",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Action_Motion_Adventure_Park_at_Bedok_Reservoir_1.jpg"", ""filename"": ""Action_Motion_Adventure_Park_at_Bedok_Reservoir_1.jpg"", ""original_url"": ""https://www.hometeamns.sg/bedok-reservoir-origin/actionmotion/"", ""source_credit"": ""hometeamns""}, {""local_path"": ""events_output/event_1/images/user_uploads/Action_Motion_Adventure_Park_at_Bedok_Reservoir_2.jpg"", ""filename"": ""Action_Motion_Adventure_Park_at_Bedok_Reservoir_2.jpg"", ""original_url"": ""https://www.hometeamns.sg/bedok-reservoir-origin/actionmotion/"", ""source_credit"": ""hometeamns""}, {""local_path"": ""events_output/event_1/images/user_uploads/Action_Motion_Adventure_Park_at_Bedok_Reservoir_3.jpg"", ""filename"": ""Action_Motion_Adventure_Park_at_Bedok_Reservoir_3.jpg"", ""original_url"": ""https://www.hometeamns.sg/bedok-reservoir-origin/actionmotion/"", ""source_credit"": ""hometeamns""}]",103.9190853,1.3414745,TRUE,East Region,Bedok,,hometeamns
32,Better Play - Montessori Inspired Play Space,Better Play Singapore,Montessori-inspired space for kids aged 6 months to 6 years.,"Discover a Montessori-inspired play space offering high-quality toys and classes designed to promote focused engagement and learning for children aged six months to six years. Created by parents, this safe and calm environment allows children to relax, explore, and play together. Enjoy a variety of activities suitable for young children, including music classes and free play sessions. Perfect for families looking for a stimulating and educational playtime experience. Socks are required for both adults and children. Join us for a fun and enriching experience!",https://www.betterplaysingapore.com/,activity,https://www.betterplaysingapore.com/,FALSE,From $25,"From $25 to $29 for 2 hours (1 child + 1 adult)(10% off for siblings), $10 for additional adult ",25,25,29,6 months old to 6 years,0,6,Available daily,"Weekdays: 9:30am - 5pm, Weekends: 9:30am --6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Better Play Singapore,"451 Joo Chiat Rd, #02-12 Katong Point, Singapore 427664",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Better_Play___Montessori_Inspired_Play_Space_1.jpg"", ""filename"": ""Better_Play___Montessori_Inspired_Play_Space_1.jpg"", ""original_url"": ""https://static.wixstatic.com/media/ba0fa1_8b330a6efedf44fda2b4a8f4c00831a4~mv2.jpg"", ""source_credit"": ""betterplay""}, {""local_path"": ""events_output/event_1/images/user_uploads/Better_Play___Montessori_Inspired_Play_Space_2.jpg"", ""filename"": ""Better_Play___Montessori_Inspired_Play_Space_2.jpg"", ""original_url"": ""https://static.wixstatic.com/media/ba0fa1_d5c23925038947499b58c060c9fd9b33~mv2.jpg"", ""source_credit"": ""betterplay""}, {""url"": ""https://static.wixstatic.com/media/ba0fa1_949b621124c94e89ad794d765525f666~mv2.jpg/v1/fill/w_2000,h_2000,al_c,q_100,usm_0.66_1.00_0.01,enc_avif,quality_auto/ba0fa1_949b621124c94e89ad794d765525f666~mv2.jpg"", ""source_credit"": ""Better Play Singapore""}]",103.9045661,1.3069216,TRUE,Central Region,Marine Parade,,"montessori, toys"
33,Kids Play Indoor Fun Space at Shaw Plaza Mall,Shaw Plaza,Endless fun at our indoor playground for children!,"Kids Play Indoor Fun Space is the perfect hang-out place! Experience endless fun and entertainment at our indoor playground for children aged 1 to 12 years old. With bouncing, slides, interactive wall games, and even hosted birthday parties, your kids will be fully engaged and have an unforgettable time. Get ready for an exciting and creative adventure through arts and crafts activities as well. Your kids will never want to leave our indoor playground! They'll love bouncing, sliding, and playing interactive wall games while making new friends.",https://shawplaza.sg/kids-play-indoor-fun-space/,activity,https://shawplaza.sg/kids-play-indoor-fun-space/,FALSE,From $18,"$18 for 1 hour, $28 for 2 hours",18,18,28,1 to 12 years old,1,12,Available daily,"Weekdays: 10:30am - 8pm, Weekends: 10am - 9pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:00,Shaw Plaza,"360 Balestier Road #0401, Balestier, Level 4 beside Shaw Theatres, Shaw Plaza, Singapore 329783","Indoor Playground, Mall related",[],103.8509168,1.3251797,TRUE,Central Region,Novena,,soft play
34,AIRZONE - World's First Indoor Atrium Net Playground,AIRZONE,Bouncy nets spanning levels 2 to 6 of the mall atrium.,"AIRZONE is the world's first indoor atrium net playground. It features bouncy nets that span levels 2 to 6 of the mall atrium, slides to connect one level to the next, and various activities to enjoy. Visitors can explore different zones within the net structure, offering a unique and thrilling experience for families and children. It's a great place for kids and adults to have fun and be active in a safe and engaging environment. The playground provides a memorable adventure for all ages.",https://airzone.sg/,activity,https://airzone.sg/,FALSE,From $27.90,From $27.90 - $29.90 for 1 hour,27.9,27.9,29.9,Suitable for all ages (Children below 5 years old must be accompanied by a supervising adult with separate ticket),0,99,Available daily,"Available daily, 10am - 9:30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,AIRZONE,"180 Kitchener Road, #02-K4, K10, Singapore 208539","Mall related, Indoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/AIRZONE___World_s_First_Indoor_Atrium_Net_Playground_1.webp"", ""filename"": ""AIRZONE___World_s_First_Indoor_Atrium_Net_Playground_1.webp"", ""original_url"": ""https://img.pagecloud.com/WkkT_M2mE9Q3VBL8j-6X1jpmTOU=/2100x0/filters:no_upscale()/airzone/images/image-ID-94ec9765-9f02-4656-91eb-5d8559072ff0.jpeg"", ""source_credit"": ""airzone""}, {""local_path"": ""events_output/event_1/images/user_uploads/AIRZONE___World_s_First_Indoor_Atrium_Net_Playground_2.webp"", ""filename"": ""AIRZONE___World_s_First_Indoor_Atrium_Net_Playground_2.webp"", ""original_url"": ""https://airzone.sg/"", ""source_credit"": ""airzone""}]",103.8568953,1.3113954,TRUE,Central Region,Kallang,,"high, thrilling"
35,VroomTown™ - Drive-Play City for Kids,Vroom Town,SINGAPORE’S 1ST DRIVE-PLAY CITY FOR KIDS,"Vroom Town is Singapore's first drive-play city for kids, offering a unique and immersive learning experience. Children can learn about road safety and traffic rules while enjoying the thrill of driving their own miniature vehicles in a realistic city environment. The facility features various themed zones, including a petrol station, car wash, and construction site, providing a fun and educational experience for young drivers. It is designed to promote cognitive development, problem-solving skills, and social interaction in a safe and engaging setting. Perfect for children aged 3 to 10, Vroom Town offers a memorable and enriching experience that combines learning and play.",https://vroomtown.com.sg/,activity,https://vroomtown.com.sg/,FALSE,From $38,"$38 for VROOM licensed, $49 for First time learners (1 hour, 1 adult + 1 child)",38,38,49,12 years old and below,0,12,Available daily,"Sun - Thu: 10am - 8pm, Fri & Sat: 10am - 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Marina Square,"6 Raffles Blvd, #01-208 Marina Square, Singapore 039594",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Learn__Experience_and_Enjoy_Driving_in_SINGAPORE_1.jpg"", ""filename"": ""Learn__Experience_and_Enjoy_Driving_in_SINGAPORE_1.jpg"", ""original_url"": ""https://vroomtown.com.sg/"", ""source_credit"": ""vroomtown""}, {""url"": ""https://vroomtown.com.sg/wp-content/uploads/2024/05/VroomTown_Logo-1.png"", ""source_credit"": ""Vroom Town""}, {""url"": ""https://vroomtown.com.sg/wp-content/uploads/2024/06/VroomTown-Map-1-1.png"", ""source_credit"": ""Vroom Town""}]",103.858692,1.2911955,TRUE,Central Region,Downtown Core,,"car, drive, ride"
36,Kiztopia Marina Square - Fun Utopia for Children,Kiztopia,Flagship outlet with activities for children aged 12.,"Kiztopia Marina Square is an 18,000 square feet fun utopia that offers a holistic range of activities and customised educational programmes for children aged 12 years and below. The play haven features up to 18 play areas, each helmed by one of the 8 unique IP registered characters. From the play zones to the extracurricular activities available, each aspect are specially designed and curated to support the holistic development of children, and provides an all-encompassing environment to “Play to Learn, Learn through Play”.",https://kiztopia.com/brands/kiztopia/,activity,https://kiztopia.com/brands/kiztopia/,FALSE,From $24.80,From $24.80 - $34.80,24.8,24.8,34.8,17 years old and below,0,17,Available daily,"Sun – Thurs: 10am to 8pm, Fri – Sat, Eve of PH & PH: 10am to 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Marina Square,"Marina Square, #01-09, Singapore 039594",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Kiztopia_Marina_Square___Fun_Utopia_for_Children_1.jpg"", ""filename"": ""Kiztopia_Marina_Square___Fun_Utopia_for_Children_1.jpg"", ""original_url"": ""https://kiztopia.com/branches/marina-square/"", ""source_credit"": ""kiztopia""}, {""local_path"": ""events_output/event_1/images/user_uploads/Kiztopia_Marina_Square___Fun_Utopia_for_Children_2.jpg"", ""filename"": ""Kiztopia_Marina_Square___Fun_Utopia_for_Children_2.jpg"", ""original_url"": ""https://kiztopia.com/branches/marina-square/"", ""source_credit"": ""kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2022/01/KMS_Branches-600-x-500-02.jpg"", ""source_credit"": ""Kiztopia""}, {""url"": ""https://kiztopia.com/wp-content/uploads/2022/01/KMS_Branches-600-x-500-05.jpg"", ""source_credit"": ""Kiztopia""}]",103.8560349,1.2911689,TRUE,Central Region,Downtown Core,,
37,Impressions Kids Club - Tanglin Mall Wonderland,Impressions Kids Club,One-stop wonderland for family fun in Tanglin Mall!,"Located in Tanglin Mall, Impressions Kids Club is a family destination. We offer diverse club classes, camps, and seasonal events to keep your little ones entertained for hours. Our offerings ensure there's always something new and exciting to discover. We cater to families looking for engaging activities and a fun, safe environment for their children to explore and learn. We provide a range of programs designed to stimulate creativity, promote physical activity, and foster social interaction among children of all ages. Join us for unforgettable experiences!",https://www.impressionskidsclub.com/,activity,https://www.impressionskidsclub.com/,FALSE,From $35,"$35 for 1 hour (1 adult + 1 child), Additional adult: $10, Additional hour: $14",35,35,49,14 years old and below,0,14,Available daily,"Available daily, 9am - 7pm ",1970-01-01T00:00:00,2099-12-31T23:59:00,Impressions Kids Club - Tanglin Mall,"163 Tanglin Rd, #03-136/7/8 Tanglin Mall, Singapore 247933","Indoor Playground, Mall related","[{""local_path"": ""events_output/event_1/images/user_uploads/Impressions_Kids_Club___Tanglin_Mall_Wonderland_1.jpg"", ""filename"": ""Impressions_Kids_Club___Tanglin_Mall_Wonderland_1.jpg"", ""original_url"": ""https://www.impressionskidsclub.com/playzone"", ""source_credit"": ""impressionkidsclub""}, {""url"": ""https://static.wixstatic.com/media/fbd2f8_aba8e65654f543e4b848646a694863a1~mv2.jpg/v1/fit/w_571,h_461,q_90,enc_avif,quality_auto/fbd2f8_aba8e65654f543e4b848646a694863a1~mv2.jpg"", ""source_credit"": ""Impressions Kids Club""}, {""url"": ""https://static.wixstatic.com/media/fbd2f8_609e562f089a43fdb0eb68c18110a9b8~mv2.jpg/v1/fit/w_692,h_461,q_90,enc_avif,quality_auto/fbd2f8_609e562f089a43fdb0eb68c18110a9b8~mv2.jpg"", ""source_credit"": ""Impressions Kids Club""}]",103.823845,1.305035,TRUE,Central Region,Orchard,,soft play
38,buds by Shangri-La: Interactive Play Space,Shangri-La Hotel Singapore,An interactive play space for kids at Shangri-La.,"buds by Shangri-La is an interactive play space designed for children of all ages. It features a variety of play zones, including a climbing structure, a ball pit, and an art studio. The space also offers a range of activities and programs for kids, such as storytelling, arts and crafts, and cooking classes. buds by Shangri-La is the perfect place for families to spend quality time together and create lasting memories. It provides a safe and stimulating environment where children can learn, play, and grow. The play space is designed to cater to different age groups, ensuring that every child has a fun and engaging experience. Parents can relax and enjoy the facilities while their children explore and discover new things. With its wide range of activities and amenities, buds by Shangri-La is a must-visit destination for families with kids.",https://www.shangri-la.com/singapore/shangrila/for-kids/buds-by-shangri-la/?WT.mc_id=SLS_201810_GLOBAL_GOOGLEBUSINESS_PROFILE_WEBSITE_TEXTLINK_ABOUTBUDS_BRANDWEB_EN,activity,https://www.shangri-la.com/singapore/shangrila/for-kids/buds-by-shangri-la/?WT.mc_id=SLS_201810_GLOBAL_GOOGLEBUSINESS_PROFILE_WEBSITE_TEXTLINK_ABOUTBUDS_BRANDWEB_EN,FALSE,From $45,"From $45 per child (hotel guests, 3 hours) - $83 (public, 3 hours during peak, with admission to Splash)",45,45,83,12 years old and below,0,12,Available daily,"Available daily, 9am - 6:30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,buds by Shangri-La,"22 Orange Grove Rd, Singapore 258350",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/buds_by_Shangri_La__Interactive_Play_Space_1.webp"", ""filename"": ""buds_by_Shangri_La__Interactive_Play_Space_1.webp"", ""original_url"": ""https://www.shangri-la.com/singapore/shangrila/for-kids/buds-by-shangri-la/?WT.mc_id=SLS_201810_GLOBAL_GOOGLEBUSINESS_PROFILE_WEBSITE_TEXTLINK_ABOUTBUDS_BRANDWEB_EN"", ""source_credit"": ""shangri-la""}, {""local_path"": ""events_output/event_1/images/user_uploads/buds_by_Shangri_La__Interactive_Play_Space_2.webp"", ""filename"": ""buds_by_Shangri_La__Interactive_Play_Space_2.webp"", ""original_url"": ""https://www.shangri-la.com/singapore/shangrila/for-kids/buds-by-shangri-la/?WT.mc_id=SLS_201810_GLOBAL_GOOGLEBUSINESS_PROFILE_WEBSITE_TEXTLINK_ABOUTBUDS_BRANDWEB_EN"", ""source_credit"": ""shangri-la""}, {""local_path"": ""events_output/event_1/images/user_uploads/buds_by_Shangri_La__Interactive_Play_Space_3.webp"", ""filename"": ""buds_by_Shangri_La__Interactive_Play_Space_3.webp"", ""original_url"": ""https://www.shangri-la.com/singapore/shangrila/for-kids/buds-by-shangri-la/?WT.mc_id=SLS_201810_GLOBAL_GOOGLEBUSINESS_PROFILE_WEBSITE_TEXTLINK_ABOUTBUDS_BRANDWEB_EN"", ""source_credit"": ""shangri-la""}]",103.8264931,1.3113117,TRUE,Central Region,Tanglin,,"soft play, hotel"
39,Tayo Station: An Immersive Indoor Playground,Tayo Station,An immersive indoor playground for young children.,"Tayo Station is an indoor playground designed to provide an immersive and engaging experience for young children. It features various play zones and activities inspired by the popular Tayo the Little Bus animated series. Kids can enjoy interactive games, climb and slide in the play areas, and participate in themed activities. The playground aims to promote creativity, social interaction, and physical activity in a safe and fun environment. It is suitable for families with young children looking for a stimulating and entertaining outing.",https://tayostation.com/,activity,https://tayostation.com/,FALSE,From $10,From $10 - $37.90,10,10,37.9,14 years old and below,0,14,Available daily,"Available daily, 10:30am - 8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Tayo Station,"1 Pasir Ris Cl, #03-112 E!Hub @ Downtown East, Singapore 519599",Indoor Playground,"[{""local_path"": ""events_output/event_1/images/user_uploads/Tayo_Station__An_Immersive_Indoor_Playground_1.jpg"", ""filename"": ""Tayo_Station__An_Immersive_Indoor_Playground_1.jpg"", ""original_url"": ""https://tayostation.com/gallery/"", ""source_credit"": ""tayostation""}, {""local_path"": ""events_output/event_1/images/user_uploads/Tayo_Station__An_Immersive_Indoor_Playground_2.jpg"", ""filename"": ""Tayo_Station__An_Immersive_Indoor_Playground_2.jpg"", ""original_url"": ""https://tayostation.com/gallery/"", ""source_credit"": ""tayostation""}, {""local_path"": ""events_output/event_1/images/user_uploads/Tayo_Station__An_Immersive_Indoor_Playground_3.jpg"", ""filename"": ""Tayo_Station__An_Immersive_Indoor_Playground_3.jpg"", ""original_url"": ""https://tayostation.com/gallery/"", ""source_credit"": ""tayostation""}]",103.9555422,1.3759974,TRUE,East Region,Pasir Ris,,"car, drive, ride"
40,SmiGy Paya Lebar Quarter Mall Playground Venue,SmiGy,Indoor playground at Paya Lebar Quarter Mall.,"SmiGy at Paya Lebar Quarter Mall offers a safe and engaging indoor playground experience for children. The facility includes various play areas designed to stimulate creativity and physical activity. It is an ideal location for families looking to provide their children with a fun and active playtime environment. The playground features soft play equipment, climbing structures, and interactive games suitable for toddlers and older kids. Parents can relax in designated seating areas while supervising their children. SmiGy is committed to providing a clean and well-maintained space for kids to enjoy.",https://smigy.sg/gallery/,activity,https://smigy.sg/gallery/,FALSE,From $23,"$23 for 1 hour (1 adult + 1 child), $35 for 2 hours (1 adult + 1 child)",23,23,35,14 years old and below,0,14,Available daily,"Available daily, 10am - 8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Paya Lebar Quarter Mall,"10 Paya Lebar Rd, #03-05/06 PLQ Mall, Singapore 409057","Indoor Playground, Mall related","[{""local_path"": ""events_output/event_1/images/user_uploads/SmiGy_Paya_Lebar_Quarter_Mall_Playground_Venue_1.jpg"", ""filename"": ""SmiGy_Paya_Lebar_Quarter_Mall_Playground_Venue_1.jpg"", ""original_url"": ""https://smigy.sg/gallery/"", ""source_credit"": ""smigy""}, {""local_path"": ""events_output/event_1/images/user_uploads/SmiGy_Paya_Lebar_Quarter_Mall_Playground_Venue_2.jpg"", ""filename"": ""SmiGy_Paya_Lebar_Quarter_Mall_Playground_Venue_2.jpg"", ""original_url"": ""https://smigy.sg/gallery/"", ""source_credit"": ""smigy""}, {""local_path"": ""events_output/event_1/images/user_uploads/SmiGy_Paya_Lebar_Quarter_Mall_Playground_Venue_3.jpg"", ""filename"": ""SmiGy_Paya_Lebar_Quarter_Mall_Playground_Venue_3.jpg"", ""original_url"": ""https://smigy.sg/gallery/"", ""source_credit"": ""smigy""}]",103.8929111,1.3173334,TRUE,Central Region,Geylang,,soft play
