ID,title,organiser,blurb,description,guid,activity_or_event,url,is_free,price_display_teaser,price_display,price,min_price,max_price,age_group_display,min_age,max_age,datetime_display_teaser,datetime_display,start_datetime,end_datetime,venue_name,address_display,categories,images,longitude,latitude,checked,region,planning_area,label tag,keyword tag
250,Night Safari Singapore Wildlife Experience,Mandai Wildlife Group,Experience wildlife in their nocturnal environment.,"Embark on a fascinating journey into the world of nocturnal animals at Night Safari. Observe a diverse range of creatures in their naturalistic habitats under the cover of darkness. The Night Safari offers an immersive experience for families and wildlife enthusiasts, showcasing the unique behaviors of animals that are active at night. Explore walking trails and enjoy the Creatures of the Night Show for an unforgettable adventure. Perfect for families and individuals interested in wildlife and conservation.",https://www.mandai.com/en/night-safari.html,activity,https://www.mandai.com/en/night-safari.html,FALSE,From $32.80,From $32.80 - $58,32.8,32.8,58,Suitable for all ages,0,99,Available daily,"Available daily, 6:30pm – 12am",1970-01-01T00:00:00,2099-12-31T23:59:00,Night Safari,"80 Mandai Lake Rd, Singapore 729826",Attraction,"[{""local_path"": ""events_output/event_1/images/user_uploads/Night_Safari_Singapore_Wildlife_Experience_1.jpg"", ""filename"": ""Night_Safari_Singapore_Wildlife_Experience_1.jpg"", ""original_url"": ""https://www.mandai.com/en/night-safari.html"", ""source_credit"": ""mandai""}, {""local_path"": ""events_output/event_1/images/user_uploads/Night_Safari_Singapore_Wildlife_Experience_2.jpg"", ""filename"": ""Night_Safari_Singapore_Wildlife_Experience_2.jpg"", ""original_url"": ""https://www.mandai.com/en/night-safari.html"", ""source_credit"": ""mandai""}]",103.7880606,1.4021872,TRUE,North Region,Central Water Catchment,,"animals, nature, zoo, wildlife, safari"
251,Adventure Cove Waterpark: Thrilling Water Slides,Adventure Cove,Have a splashing good time at Adventure Cove!,"Experience thrilling water slides, snorkel with fishes, and relax on the lazy river. Adventure Cove Waterpark offers a variety of aquatic adventures suitable for families and thrill-seekers alike. From high-speed slides to gentle currents, there's something for everyone to enjoy. Explore marine life, soak up the sun, and create unforgettable memories. Perfect for a day of family fun and excitement. Enjoy the wave pool and various dining options available within the park. A great way to cool off and have an amazing time with your loved ones.",https://www.visitsingapore.com/things-to-do/top-things-to-do/?anchorid=family-fun,activity,https://www.visitsingapore.com/things-to-do/top-things-to-do/?anchorid=family-fun,TRUE,Free + Paid options,From $28 - $40 (Free for child below 4 years old),28,28,40,4 years old and above,4,99,Available daily,"Available daily, 10am - 5pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Adventure Cove Waterpark,"14 Sentosa Gateway, Sentosa Island, 098132","Attraction, Outdoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/Adventure_Cove_Waterpark__Thrilling_Water_Slides_1.jpg"", ""filename"": ""Adventure_Cove_Waterpark__Thrilling_Water_Slides_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/adventure-cove-waterpark/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_1/images/user_uploads/Adventure_Cove_Waterpark__Thrilling_Water_Slides_2.jpg"", ""filename"": ""Adventure_Cove_Waterpark__Thrilling_Water_Slides_2.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/adventure-cove-waterpark/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_1/images/user_uploads/Adventure_Cove_Waterpark__Thrilling_Water_Slides_3.jpg"", ""filename"": ""Adventure_Cove_Waterpark__Thrilling_Water_Slides_3.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/adventure-cove-waterpark/"", ""source_credit"": ""sentosa""}]",103.8196847,1.2587643,TRUE,Central Region,Southern Islands,Water play,"water, theme park, wet"
252,Wild Wild Wet: Water Park Adventure,Wild Wild Wet,"Slide, splash and have an exciting water park adventure!","With endless excitement for the whole family. Wild Wild Wet offers a variety of thrilling water rides and attractions suitable for all ages. Perfect for families looking for a fun and exciting day out. Enjoy the various slides, pools, and water play areas available throughout the park. A great way to cool off and have an amazing time with your loved ones. Experience the thrill of high-speed slides and the relaxation of lazy rivers. Discover the excitement and adventure that awaits you at Wild Wild Wet. A perfect destination for a day of family fun.",https://www.visitsingapore.com/things-to-do/top-things-to-do/?anchorid=family-fun,activity,https://www.visitsingapore.com/things-to-do/top-things-to-do/?anchorid=family-fun,TRUE,Free + Paid options,From $21 - $39 (Free for child below 3 years old),21,21,39,3 years old and above,3,99,Available daily (except Tue),"Weekdays (except Tue): 12pm - 6pm, Weekends/School Holidays/PH: 11am - 6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Wild Wild Wet,"1 Pasir Ris Cl, Singapore 519599","Attraction, Outdoor Playground","[{""local_path"": ""events_output/event_2/images/user_uploads/Wild_Wild_Wet__Water_Park_Adventure_1.jpg"", ""filename"": ""Wild_Wild_Wet__Water_Park_Adventure_1.jpg"", ""original_url"": ""https://www.wildwildwet.com/explore/rides-attractions/details/sea-the-world"", ""source_credit"": ""wildwildwet""}, {""local_path"": ""events_output/event_2/images/user_uploads/Wild_Wild_Wet__Water_Park_Adventure_2.jpg"", ""filename"": ""Wild_Wild_Wet__Water_Park_Adventure_2.jpg"", ""original_url"": ""https://www.wildwildwet.com/explore/rides-attractions/details/sea-the-world"", ""source_credit"": ""wildwildwet""}, {""local_path"": ""events_output/event_2/images/user_uploads/Wild_Wild_Wet__Water_Park_Adventure_3.jpg"", ""filename"": ""Wild_Wild_Wet__Water_Park_Adventure_3.jpg"", ""original_url"": ""https://www.wildwildwet.com/explore/rides-attractions/details/sea-the-world"", ""source_credit"": ""wildwildwet""}, {""local_path"": ""events_output/event_2/images/user_uploads/Wild_Wild_Wet__Water_Park_Adventure_4.jpg"", ""filename"": ""Wild_Wild_Wet__Water_Park_Adventure_4.jpg"", ""original_url"": ""https://www.wildwildwet.com/explore/rides-attractions/details/sea-the-world"", ""source_credit"": ""wildwildwet""}]",103.9544243,1.3775946,TRUE,East Region,Pasir Ris,Water play,"water, theme park, wet"
253,Bounce Singapore: Trampoline Fun for All,Bounce Singapore,"Bounce, flip and play on trampolines!","Bringing active fun to the whole family. Bounce Singapore offers a variety of trampoline activities and attractions suitable for all ages. Perfect for families looking for a fun and energetic day out. Enjoy the various trampoline courts, obstacle courses, and other activities available throughout the venue. A great way to get active and have an amazing time with your loved ones. Experience the thrill of bouncing and flipping in a safe and controlled environment. Discover the excitement and adventure that awaits you at Bounce Singapore. A perfect destination for a day of family fun.",https://www.visitsingapore.com/things-to-do/top-things-to-do/?anchorid=family-fun,activity,https://www.visitsingapore.com/things-to-do/top-things-to-do/?anchorid=family-fun,FALSE,From $19,From $19 - $27.20,19,19,27.2,3 years old and above,3,99,Available daily,"Mon - Thu: 10am – 8pm, Fri: 10am – 9pm, Sat/PH: 9pm – 9pm, Sun: 9am – 8pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Bounce Singapore,"8 Grange Rd, #09-01 Cineleisure basement car park, 8 Grange Rd, #09-01 cineleisure, Singapore 239695",Indoor Playground,"[{""local_path"": ""events_output/event_3/images/user_uploads/Bounce_Singapore__Trampoline_Fun_for_All_1.jpg"", ""filename"": ""Bounce_Singapore__Trampoline_Fun_for_All_1.jpg"", ""original_url"": ""https://www.visitsingapore.com/things-to-do/top-things-to-do/?anchorid=family-fun"", ""source_credit"": ""visitsingapore""}]",103.8363889,1.3014889,TRUE,Central Region,Orchard,,"trampoline, jump, bounce"
254,Science Centre Singapore Scientific Institution,Science Centre Singapore,Promotion of science and tech education for public.,"The Science Centre Singapore is dedicated to promoting scientific and technological education for the general public. Located in Jurong East, it offers a variety of exhibitions, activities, and workshops designed to engage visitors of all ages. Key attractions include KidsSTOP™, Omni-Theatre, Snow City, and E.S.C. - ESCAPE @ SCIENCE CENTRE. The centre also hosts science shows, demonstrations, and competitions. With a focus on interactive learning, the Science Centre aims to inspire curiosity and foster a deeper understanding of science and technology among families and children. It provides various programmes for schools and corporate groups, ensuring an enriching experience for everyone.",https://www.science.edu.sg/,activity,https://www.science.edu.sg/,FALSE,From $4,From $4 - $12,4,4,12,Suitable for all ages,0,99,Available daily (except Mon),"Available daily (except Mon), 10am - 5pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Science Centre Singapore,"15 Science Centre Rd, Singapore 609081",Attraction,"[{""local_path"": ""events_output/event_1/images/user_uploads/Science_Centre_Singapore_Scientific_Institution_1.jpg"", ""filename"": ""Science_Centre_Singapore_Scientific_Institution_1.jpg"", ""original_url"": ""https://www.science.edu.sg/whats-on/exhibitions/urban-mutations"", ""source_credit"": ""science""}]",103.7356443,1.3331687,TRUE,West Region,Jurong East,,"educational, science"
255,Omni-Theatre: Immersive Dome Screen Experience,Science Centre Singapore,Experience movies on a large format dome screen!,"The Omni-Theatre at Science Centre Singapore offers an immersive cinematic experience on a large format dome screen. Featuring a variety of educational and entertaining films, the Omni-Theatre transports viewers to different worlds and allows them to explore science and nature in a unique and engaging way. With its state-of-the-art projection and sound systems, the Omni-Theatre provides a captivating experience for audiences of all ages. Perfect for families and movie enthusiasts, the Omni-Theatre offers a memorable and educational outing. Discover the wonders of the universe on a giant dome screen.",https://www.science.edu.sg/,activity,https://www.science.edu.sg/,FALSE,From $6,From $6 - $14,6,6,14,7 years old and above,7,99,Available daily,"Available daily, 10am - 6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Omni-Theatre,"21 Jurong Town Hall Rd, Singapore 609433",Attraction,"[{""local_path"": ""events_output/event_2/images/user_uploads/Omni_Theatre__Immersive_Dome_Screen_Experience_1.jpg"", ""filename"": ""Omni_Theatre__Immersive_Dome_Screen_Experience_1.jpg"", ""original_url"": ""https://www.science.edu.sg/visit-us/omni-theatre/about-omni-theatre"", ""source_credit"": ""science""}]",103.7358137,1.3343811,TRUE,West Region,Jurong East,,"theatre, educational, immersive"
256,Snow City: Singapore's First Permanent Snow Centre,Science Centre Singapore,Experience real snow at Singapore's first snow centre!,"Snow City is Singapore's first permanent snow centre, offering visitors the opportunity to experience real snow in a sub-zero environment. With a variety of snow activities, including snow tubing, snow sculptures, and a snow playground, Snow City provides a fun and unique experience for all ages. Perfect for families and those looking to escape the tropical heat, Snow City offers a memorable and exciting outing. Discover the magic of winter in the heart of Singapore. Enjoy thrilling snow activities and create lasting memories with family and friends.",https://www.science.edu.sg/,activity,https://www.snowcity.com.sg/,FALSE,From $27,From $27 - $31,27,27,31,Suitable for all ages,0,99,Available daily (except Mon),"Weekdays (except Mon): 10am – 5pm, Weekends & PH & School holidays: 10am – 6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Snow City,"21 Jurong Town Hall Rd, Singapore 609433",Attraction,"[{""local_path"": ""events_output/event_3/images/user_uploads/Snow_City__Singapore_s_First_Permanent_Snow_Centre_1.jpg"", ""filename"": ""Snow_City__Singapore_s_First_Permanent_Snow_Centre_1.jpg"", ""original_url"": ""https://ticket.snowcity.com.sg/"", ""source_credit"": ""snowcity""}, {""local_path"": ""events_output/event_3/images/user_uploads/Snow_City__Singapore_s_First_Permanent_Snow_Centre_2.png"", ""filename"": ""Snow_City__Singapore_s_First_Permanent_Snow_Centre_2.png"", ""original_url"": ""https://ticket.snowcity.com.sg/"", ""source_credit"": ""snowcity""}]",103.7351693,1.3351884,TRUE,West Region,Jurong East,,"snow, immersive, experience"
257,Wild Rescue Rangers Programme at Singapore Zoo,Mandai Wildlife Reserve,Dive into animal habitats and survival traits!,"This exciting programme blends outdoor adventures with essential first aid skills, helping children learn to care for wildlife and handle minor injuries. They will build empathy, responsibility, and confidence, while tackling real-world challenges. Perfect for families and children interested in wildlife and conservation, this programme offers a unique opportunity to learn about animal habitats and survival in an engaging and interactive way. Participants will gain hands-on experience and develop valuable skills while fostering a deeper appreciation for the natural world. The programme is designed to be both educational and fun, ensuring a memorable experience for all involved.",https://zooschool.mandai.com/programme/wild-rescue-rangers-146,event,https://zooschool.mandai.com/programme/wild-rescue-rangers-146,FALSE,From $520,$520,520,520,520,6 to 12 years old,6,12,20 Oct - 22 Oct,"20 October 2025 - 22 October 2025, 9am - 5pm",2025-10-20T09:00:00,2025-10-22T17:00:00,Singapore Zoo,"80 Mandai Lake Rd, Singapore 729826",Attraction,"[{""url"": ""https://mandai-s3-bucket-live.s3.ap-southeast-1.amazonaws.com/ClassImages/1747282380503_banner.jpg"", ""source_credit"": ""Mandai Wildlife Reserve""}, {""url"": ""https://mandai-s3-bucket-live.s3.ap-southeast-1.amazonaws.com/ProgrammeHighlight/146/1747294351194.jpg"", ""source_credit"": ""Mandai Wildlife Reserve""}]",103.7906151,1.404589,TRUE,North Region,Central Water Catchment,,"animals, nature, zoo, wildlife, safari"
258,Adventure Albatross Speedboat Adventures Sentosa,Resorts World Sentosa,Albatross Speedboat Adventures From $ 45 .00,"Experience the thrill of Albatross Speedboat Adventures at Resorts World Sentosa! Feel the wind in your hair as you speed across the water. This exciting activity is perfect for families and thrill-seekers alike. Enjoy breathtaking views of the Sentosa coastline and create unforgettable memories. Suitable for all ages, this adventure promises fun and excitement for everyone. Get ready for an adrenaline-pumping experience that will leave you wanting more. Book your adventure today and make your visit to Sentosa truly unforgettable. This is a family-friendly activity.",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,FALSE,From $45,From $45 (1 pax) - $90 (2 pax),45,45,90,8 years old and above,8,99,Available daily,"Available daily, 12pm - 6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Resorts World Sentosa,"8 Sentosa Gateway, 098269",Attraction,"[{""local_path"": ""events_output/event_1/images/user_uploads/Adventure_Albatross_Speedboat_Adventures_Sentosa_1.jpg"", ""filename"": ""Adventure_Albatross_Speedboat_Adventures_Sentosa_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/albatross-speedboat-adventures/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_1/images/user_uploads/Adventure_Albatross_Speedboat_Adventures_Sentosa_2.jpg"", ""filename"": ""Adventure_Albatross_Speedboat_Adventures_Sentosa_2.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/albatross-speedboat-adventures/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_1/images/user_uploads/Adventure_Albatross_Speedboat_Adventures_Sentosa_3.jpg"", ""filename"": ""Adventure_Albatross_Speedboat_Adventures_Sentosa_3.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/albatross-speedboat-adventures/"", ""source_credit"": ""sentosa""}]",103.819762,1.2587849,TRUE,Central Region,Southern Islands,,"boat, speed"
259,"Gunner Lane at Central Beach Bazaar, Sentosa",Sentosa,"Located at Central Beach Bazaar, Sentosa Island.","Gunner Lane is located at Central Beach Bazaar. It offers a unique beachside experience with various attractions and activities suitable for families and visitors of all ages. Enjoy the vibrant atmosphere and explore the different offerings available at this location. It is a great place to spend time with family and friends, enjoying the sun, sand, and sea. The bazaar provides a variety of entertainment options, ensuring a memorable visit for everyone. With its central location and diverse attractions, Gunner Lane is a must-visit destination on Sentosa Island.",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,TRUE,Free,Free,0,0,0,Suitable for all ages,0,99,Available daily,"Available daily, 10:15am - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Central Beach Bazaar,"60 Siloso Bch Walk, 098997",Attraction,"[{""local_path"": ""events_output/event_2/images/user_uploads/Gunner_Lane_at_Central_Beach_Bazaar__Sentosa_1.jpg"", ""filename"": ""Gunner_Lane_at_Central_Beach_Bazaar__Sentosa_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/central-beach-bazaar/"", ""source_credit"": ""sentosa""}]",103.8171542,1.2513425,TRUE,Central Region,Southern Islands,,"beach, sentosa"
260,Adventure DinoVenture: A Virtual Reality Experience,Sentosa,A Virtual Reality Experience From $ 15 .00 Promo available,"Experience a thrilling virtual reality adventure at Beach Station. Immerse yourself in a prehistoric world filled with dinosaurs and exciting challenges. This family-friendly attraction offers a unique and interactive experience for all ages. Explore the virtual landscape, encounter fascinating creatures, and embark on an unforgettable journey. Perfect for kids and adults alike, Adventure DinoVenture provides a fun and educational adventure that will leave you amazed. Discover the wonders of the past in a whole new way with this state-of-the-art VR experience. Get ready for an adventure!",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,FALSE,From $15,From $15.00,15,15,15,5 years old and above (min height 110cm),5,99,Available daily,"Available daily, 10am - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Beach Station,"3 Temasek Boulevard, Suntec City, Tower3, #03-349 Suntec City Mall, Singapore 038983",Attraction,"[{""local_path"": ""events_output/event_3/images/user_uploads/Adventure_DinoVenture__A_Virtual_Reality_Experience_1.jpg"", ""filename"": ""Adventure_DinoVenture__A_Virtual_Reality_Experience_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/dinoventure/"", ""source_credit"": ""sentosa""}]",103.8597298,1.2957055,TRUE,Central Region,Downtown Core,,"dinosaur, VR"
261,"Fort Siloso Skywalk at Siloso Point, Sentosa Island",Sentosa,Iconic sights and historical landmarks await visitors.,"Explore Singapore's only preserved coastal fort, a treasure trove of World War II memorabilia. Wander through the historical tunnels, gun emplacements, and interactive exhibits that bring the past to life. Ascend the Fort Siloso Skywalk for panoramic views of Sentosa and the surrounding sea. Discover the stories and sacrifices of those who defended Singapore during the war. A family-friendly destination that combines education with breathtaking scenery, offering a unique glimpse into Singapore's rich history and natural beauty. Perfect for history buffs and families alike.",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,TRUE,Free,Free,0,0,0,Suitable for all ages,0,99,Available daily,"Available daily, 9am - 10pm. Exhibits opens at 10am. Last admission to Fort Siloso & Surrender Chambers at 5.30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Fort Siloso,"Siloso Rd, 099981",Attraction,"[{""local_path"": ""events_output/event_5/images/user_uploads/Fort_Siloso_Skywalk_at_Siloso_Point__Sentosa_Island_1.jpg"", ""filename"": ""Fort_Siloso_Skywalk_at_Siloso_Point__Sentosa_Island_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/fort-siloso/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_5/images/user_uploads/Fort_Siloso_Skywalk_at_Siloso_Point__Sentosa_Island_2.jpg"", ""filename"": ""Fort_Siloso_Skywalk_at_Siloso_Point__Sentosa_Island_2.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/fort-siloso/"", ""source_credit"": ""sentosa""}, {""url"": ""https://www.sentosa.com.sg/-/media/sentosa/hero-asset/attractions/fort-siloso/fort_siloso_hero.jpg?revision=11d70d6a-e620-4c5d-b5c5-485bc071fd41&w=1008"", ""source_credit"": ""Sentosa""}]",103.8107875,1.2581107,TRUE,Central Region,Southern Islands,,"beach, sentosa"
262,Harry Potter: Visions of Magic,Resorts World Sentosa,Adventure Harry Potter: Visions of Magic From $ 53 .00,"Explore Harry Potter: Visions of Magic. This attraction offers a unique experience for families and fans of the Harry Potter series. Immerse yourself in the wizarding world with stunning visuals and interactive exhibits. Perfect for kids and adults alike, this adventure promises an unforgettable day of fun and excitement. Discover the wonders of magic and create lasting memories with your loved ones. Enjoy the beautiful scenery of St John's Island while embarking on this enchanting journey. A must-visit destination for families seeking adventure and entertainment.",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,FALSE,From $53,$53.00,53,53,53,5 years old and above,5,99,Available daily,"Available daily, 11am - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Resorts World Station,"WEAVE, Level B1, Resorts World Sentosa, 8 Sentosa Gateway, Sentosa Island, 098269",Attraction,"[{""local_path"": ""events_output/event_6/images/user_uploads/Harry_Potter__Visions_of_Magic_1.png"", ""filename"": ""Harry_Potter__Visions_of_Magic_1.png"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/harry-potter-visions-of-magic/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_6/images/user_uploads/Harry_Potter__Visions_of_Magic_2.jpg"", ""filename"": ""Harry_Potter__Visions_of_Magic_2.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/harry-potter-visions-of-magic/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_6/images/user_uploads/Harry_Potter__Visions_of_Magic_3.jpg"", ""filename"": ""Harry_Potter__Visions_of_Magic_3.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/harry-potter-visions-of-magic/"", ""source_credit"": ""sentosa""}]",103.8200913,1.256422,TRUE,Central Region,Southern Islands,,"harry potter, immersive, experience, museum"
263,"Adventure HydroDash at Palawan Beach, Sentosa",Resorts World Sentosa,Enjoy thrilling water activities at Palawan Beach.,"Adventure HydroDash offers a fun-filled water adventure for families and thrill-seekers alike. Located at Palawan Beach, this attraction features inflatable obstacles and slides, providing an exciting experience for all ages. Challenge yourself and your friends as you navigate the course and make a splash in the refreshing waters. Perfect for a day of outdoor fun and excitement. Enjoy the sun, sand, and sea while testing your agility and balance on this unique water playground. A memorable experience for the whole family.",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,FALSE,From $30,$30.00,30,30,30,6 years old and above,6,99,Available daily,"Mon - Wed: 12pm – 6pm, Thurs & Fri: 11am – 6pm, Sat & Sun: 10am – 6pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Palawan Beach,"54 Palawan Beach Walk, The Palawan @ Sentosa, 098233","Attraction, Outdoor Playground","[{""local_path"": ""events_output/event_7/images/user_uploads/Adventure_HydroDash_at_Palawan_Beach__Sentosa_1.jpg"", ""filename"": ""Adventure_HydroDash_at_Palawan_Beach__Sentosa_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/hydrodash/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_7/images/user_uploads/Adventure_HydroDash_at_Palawan_Beach__Sentosa_2.jpg"", ""filename"": ""Adventure_HydroDash_at_Palawan_Beach__Sentosa_2.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/hydrodash/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_7/images/user_uploads/Adventure_HydroDash_at_Palawan_Beach__Sentosa_3.jpg"", ""filename"": ""Adventure_HydroDash_at_Palawan_Beach__Sentosa_3.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/hydrodash/"", ""source_credit"": ""sentosa""}]",103.8210532,1.2500644,TRUE,Central Region,Southern Islands,Water play,"water, theme park, wet"
264,Madame Tussauds Singapore Wax Attraction Venue,Madame Tussauds Singapore,See wax figures of famous people and celebrities.,"Madame Tussauds Singapore is a wax museum and tourist attraction on Sentosa Island in Singapore. It showcases wax figures of famous and historical personalities, as well as popular film and television characters. Visitors can take photos with the figures and learn about their lives and achievements. The museum also features interactive exhibits and experiences, such as a virtual reality ride and a behind-the-scenes look at the making of wax figures. It is a family-friendly attraction that offers a fun and educational experience for all ages.",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,FALSE,From $32,From $32 - $58,32,32,58,Suitable for all ages,0,99,Available daily,"Available daily, 10am - 7pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Imbiah Station,"40 Imbiah Rd, Sentosa, 099700",Attraction,"[{""local_path"": ""events_output/event_8/images/user_uploads/Madame_Tussauds_Singapore_Wax_Attraction_Venue_1.jpg"", ""filename"": ""Madame_Tussauds_Singapore_Wax_Attraction_Venue_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/madame-tussauds-singapore/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_8/images/user_uploads/Madame_Tussauds_Singapore_Wax_Attraction_Venue_2.jpg"", ""filename"": ""Madame_Tussauds_Singapore_Wax_Attraction_Venue_2.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/madame-tussauds-singapore/"", ""source_credit"": ""sentosa""}]",103.8176215,1.2540373,TRUE,Central Region,Southern Islands,,"wax, immersive, experience"
265,"Mega Adventure Park at Imbiah Station, Sentosa",Mega Adventure,Experience thrilling adventures at Mega Adventure Park!,"Mega Adventure Park offers a range of adrenaline-pumping activities suitable for families and thrill-seekers alike. Experience the MegaZip, a 450m flying fox, or challenge yourself at MegaClimb, an aerial adventure course. With stunning views and exciting challenges, it's a perfect day out for families and friends looking for an unforgettable experience. Suitable for children and adults, the park provides a safe and exhilarating environment for all. Enjoy a day filled with laughter, excitement, and unforgettable memories at Mega Adventure Park.",https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,activity,https://www.sentosa.com.sg/en/things-to-do/attractions/?page=5,FALSE,From $20,From $20 - $89,20,20,89,5 years old and above (min height 90cm),5,99,Available daily,"Available daily, 11am - 6.30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Imbiah Station,"10A Siloso Bch Walk, 099008","Attraction, Outdoor Playground","[{""local_path"": ""events_output/event_9/images/user_uploads/Mega_Adventure_Park_at_Imbiah_Station__Sentosa_1.jpg"", ""filename"": ""Mega_Adventure_Park_at_Imbiah_Station__Sentosa_1.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/mega-adventure-park/"", ""source_credit"": ""sentosa""}, {""local_path"": ""events_output/event_9/images/user_uploads/Mega_Adventure_Park_at_Imbiah_Station__Sentosa_2.jpg"", ""filename"": ""Mega_Adventure_Park_at_Imbiah_Station__Sentosa_2.jpg"", ""original_url"": ""https://www.sentosa.com.sg/en/things-to-do/attractions/mega-adventure-park/"", ""source_credit"": ""sentosa""}]",103.8122967,1.2559413,TRUE,Central Region,Southern Islands,,"thrilling, zipline"
