ID,title,organiser,blurb,description,guid,activity_or_event,url,is_free,price_display_teaser,price_display,price,min_price,max_price,age_group_display,min_age,max_age,datetime_display_teaser,datetime_display,start_datetime,end_datetime,venue_name,resolved address,categories,images,longitude,latitude,checked,area,district,Label tag,Keyword tag
206,Kids Playground at 313@somerset Sky Terrace,313@somerset,Enjoy the Kids playground at Sky Terrace!,"The Sky Terrace at 313@somerset features a dedicated kids' playground, providing a fun and safe environment for children to play and explore. Parents can relax while kids enjoy the play structures. The playground is designed for young children and offers a variety of activities to keep them entertained. It's a great place for families to spend time together while shopping or dining at 313@somerset. The playground is located on the Sky Terrace, offering a pleasant outdoor setting for families.",https://www.313somerset.com.sg/concierge/centre-services/,activity,https://www.313somerset.com.sg/concierge/centre-services/,TRUE,Free,Free,0,0,,2 to 5 years old,2,5,Available daily,"Available daily, 10am – 10pm (Fri & Sat till 11 pm)",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,313@somerset Sky Terrace,"8 Grange Rd, #04-04/05 Orchard Cineleisure, Singapore 239695","Outdoor Playground, Mall related","[{""local_path"": ""events_output/event_2/images/user_uploads/Kids_Playground_at_313_somerset_Sky_Terrace_1.jpg"", ""filename"": ""Kids_Playground_at_313_somerset_Sky_Terrace_1.jpg"", ""original_url"": ""https://www.flickr.com/photos/avlxyz/"", ""source_credit"": ""avlxyz""}]",103.8363441,1.301527,TRUE,Central Region,Orchard,,"toddler, small, slide"
207,Eastpoint Mall L6 playground,Eastpoint Mall,Discover family fun at Eastpoint Mall in Simei today!,"Eastpoint Mall is a haven for families, offering both exciting activities and a wide range of stores. On L6, little ones can set sail on adventure at the nautical-themed play area, complete with ship slides and rope climbing structures. While the children play to their hearts’ content, parents and caregivers can take a well-deserved rest at the nearby seating areas, or enjoy a leisurely round of shopping with peace of mind.",https://www.eastpoint.sg/family,activity,https://www.eastpoint.sg/family,TRUE,Free,Free,0,0,,2 to 12 years old,2,12,Available daily,"Available daily, 10am - 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Eastpoint Mall,"Simei Street 6, #04-12/13/14 Eastpoint Mall, 3号, Singapore: 528833","Mall related, Outdoor Playground","[{""local_path"": ""events_output/event_1/images/user_uploads/Eastpoint_Mall_L6_playground_1.jpg"", ""filename"": ""Eastpoint_Mall_L6_playground_1.jpg"", ""original_url"": ""https://www.eastpoint.sg/family"", ""source_credit"": ""eastpoint""}]",103.9530415,1.3427145,TRUE,East Region,Tampines,,"climb, rope, net"
208,Rooftop Playground at The Seletar Mall,The Seletar Mall,Chill with a scenic view at the rooftop playground!,"The rooftop playground on Level 4 offers a scenic view where kids can meet Sir Little and Friends. Open from 10am to 10pm, weather permitting. When the sun sets, the playground is illuminated by solar lighting, creating a magical ambience for families to enjoy. Diaper changing and nursing rooms are conveniently located at Basement 1, Level 2, Level 3 and Level 4, equipped with basins, hot water dispensers, diaper changing stations and nursing rooms.",https://theseletarmall.com.sg/explore-the-seletar-mall/family-favourites/,activity,https://theseletarmall.com.sg/explore-the-seletar-mall/family-favourites/,TRUE,Free,Free,0,0,,1 to 12 years old,0,12,Available daily,"Available daily, 10am to 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,The Seletar Mall,"33 Sengkang W Ave, #03-K3 The Seletar Mall, Singapore 797653","Outdoor Playground, Mall related","[{""local_path"": ""events_output/event_1/images/user_uploads/Rooftop_Playground_at_The_Seletar_Mall_1.jpg"", ""filename"": ""Rooftop_Playground_at_The_Seletar_Mall_1.jpg"", ""original_url"": ""https://theseletarmall.com.sg/explore-the-seletar-mall/family-favourites/"", ""source_credit"": ""theseletarmall""}]",103.8760564,1.3915397,TRUE,North-East Region,Sengkang,,"Slide, swing, rooftop"
209,Playgrounds at Pasir Ris Mall Central Greenway,Pasir Ris Mall,Fun-filled moments at engaging playgrounds await!,"Pasir Ris Mall offers engaging playgrounds located at Level 2 Central Greenway, designed to cater to families. Enjoy convenient amenities such as diaper changing and nursing rooms on Basement 1, Basement 2, and Level 2, equipped with basins, hot water dispensers, and changing stations. Designated family parking lots are available near the entrances at Basement 1 and Basement 2 for families with infants and young children. Nurture young minds with education and edutainment options.",https://pasirrismall.com.sg/explore-pasir-ris-mall/family-favourites/,activity,https://pasirrismall.com.sg/explore-pasir-ris-mall/family-favourites/,TRUE,Free,Free,0,0,,2 to 12 years old,2,12,Available daily,"Available daily, 10am - 10pm",1970-01-01T00:00:00+08:00,2099-12-31T23:59:59+08:00,Pasir Ris Mall,110 Pasir Ris Central,"Outdoor Playground, Mall related","[{""url"": ""https://pasirrismall.com.sg/wp-content/uploads/2024/08/Fun-for-Kids.png"", ""source_credit"": ""Pasir Ris Mall""}, {""url"": ""https://pasirrismall.com.sg/wp-content/uploads/2024/08/Diaper-Changing-and-Nursing-Rooms.png"", ""source_credit"": ""Pasir Ris Mall""}, {""url"": ""https://pasirrismall.com.sg/wp-content/uploads/2024/01/explore_family_4.png"", ""source_credit"": ""Pasir Ris Mall""}]",103.9519953,1.3733169,TRUE,East Region,Pasir Ris,,"nature, see-saw, balance, rocking horse"
210,Changi Experience Studio: Immersive Digital Fun,Jewel Changi Airport,Discover Changi Airport's history through interactive exhibits.,"Step into the captivating world of Changi Airport at the Changi Experience Studio. This immersive attraction offers a blend of digital and interactive exhibits that showcase the airport's rich history, operations, and future aspirations. Engage in simulated airport tasks, learn about the intricate workings behind the scenes, and discover the stories of the people who make Changi Airport a world-class aviation hub. Perfect for families and aviation enthusiasts of all ages, the Changi Experience Studio provides an educational and entertaining experience that will leave you with a newfound appreciation for the magic of air travel. Explore interactive games, multimedia displays, and captivating storytelling that brings the airport's past, present, and future to life.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,TRUE,Free + Paid options,From $14.80 - $59.80 (Free for child below 5 years old),14.8,14.8,59.8,5 years old and above,5,99,Available daily,"Weekdays: 11:00am - 8:00pm, Weekends & PH: 10:00am - 8:00pm ",1970-01-01T00:00:00,2099-12-31T23:59:00,Changi Experience Studio,"78 Airport Blvd., Singapore 819666","Attraction, Indoor Playground, Mall related","[{""local_path"": ""events_output/event_1/images/user_uploads/Changi_Experience_Studio__Immersive_Digital_Fun_1.jpg"", ""filename"": ""Changi_Experience_Studio__Immersive_Digital_Fun_1.jpg"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/ces.html"", ""source_credit"": ""jewelchangiairport""}, {""local_path"": ""events_output/event_1/images/user_uploads/Changi_Experience_Studio__Immersive_Digital_Fun_2.jpg"", ""filename"": ""Changi_Experience_Studio__Immersive_Digital_Fun_2.jpg"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/ces.html"", ""source_credit"": ""jewelchangiairport""}]",103.9892367,1.3598678,TRUE,East Region,Changi,,Jewel
211,Shiseido Forest Valley: A Lush Indoor Oasis,Jewel Changi Airport,Explore a stunning indoor garden with walking trails.,"Escape the hustle and bustle of the airport and immerse yourself in the tranquility of the Shiseido Forest Valley. This breathtaking indoor garden features lush greenery, towering trees, and cascading waterfalls, creating a serene oasis in the heart of Jewel Changi Airport. Take a leisurely stroll along the winding walking trails, breathe in the fresh air, and admire the beauty of nature. The Shiseido Forest Valley offers a welcome respite for travelers and a unique opportunity to connect with the natural world. Perfect for families, nature lovers, and anyone seeking a moment of peace and relaxation, this enchanting garden is a must-see attraction at Jewel Changi Airport. Discover hidden pathways, admire the diverse plant life, and experience the magic of an indoor rainforest.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions/forest-valley.html,TRUE,Free,Free,0,0,,Suitable for all ages,0,99,Available daily,Available daily,1970-01-01T00:00:00,2099-12-31T23:59:00,Shiseido Forest Valley,78 Airport Blvd.,"Attraction, Mall related","[{""local_path"": ""events_output/event_2/images/user_uploads/Shiseido_Forest_Valley__A_Lush_Indoor_Oasis_1.jpg"", ""filename"": ""Shiseido_Forest_Valley__A_Lush_Indoor_Oasis_1.jpg"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/forest-valley.html"", ""source_credit"": ""jewelchangiairport""}, {""local_path"": ""events_output/event_2/images/user_uploads/Shiseido_Forest_Valley__A_Lush_Indoor_Oasis_2.jpg"", ""filename"": ""Shiseido_Forest_Valley__A_Lush_Indoor_Oasis_2.jpg"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/forest-valley.html"", ""source_credit"": ""jewelchangiairport""}]",103.9895919,1.3601723,TRUE,East Region,Changi,,Jewel
212,HSBC Rain Vortex: The World's Tallest Waterfall,Jewel Changi Airport,Witness a mesmerizing indoor waterfall spectacle.,"Marvel at the HSBC Rain Vortex, the world's tallest indoor waterfall, cascading from a height of 40 meters. This breathtaking spectacle is a true engineering marvel and a visual delight. Watch as water plunges from the oculus at the top of Jewel Changi Airport, creating a mesmerizing display of light and sound. The HSBC Rain Vortex is surrounded by lush greenery, creating a stunning contrast between nature and technology. Perfect for families, photographers, and anyone seeking a moment of awe and wonder, this iconic attraction is a must-see at Jewel Changi Airport. Experience the magic of the Rain Vortex during the day or at night, when it is illuminated by a dazzling light show. Capture unforgettable photos and create lasting memories at this world-renowned landmark.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,TRUE,Free,Free,0,0,,Suitable for all ages,0,99,Available daily,"Available daily, 10am - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,HSBC Rain Vortex,"78 Airport Blvd., Singapore 819666","Attraction, Mall related","[{""local_path"": ""events_output/event_3/images/user_uploads/HSBC_Rain_Vortex__The_World_s_Tallest_Waterfall_1.jpg"", ""filename"": ""HSBC_Rain_Vortex__The_World_s_Tallest_Waterfall_1.jpg"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/rain-vortex.html"", ""source_credit"": ""jewelchangiairport""}, {""local_path"": ""events_output/event_3/images/user_uploads/HSBC_Rain_Vortex__The_World_s_Tallest_Waterfall_2.jpg"", ""filename"": ""HSBC_Rain_Vortex__The_World_s_Tallest_Waterfall_2.jpg"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/rain-vortex.html"", ""source_credit"": ""jewelchangiairport""}]",103.98973,1.360136,TRUE,East Region,Changi,,Jewel
213,Canopy Park: Play and Dine Amidst Nature,Jewel Changi Airport,Enjoy play attractions and dining at the top of Jewel.,"Head to the top of Jewel Changi Airport and discover Canopy Park, a recreational wonderland for all ages. This sprawling park features a variety of play attractions, including bouncing nets, a fog-filled forest, and thrilling slides. Explore the Canopy Bridge, a glass-bottomed walkway that offers stunning views of the HSBC Rain Vortex below. Indulge in delicious food and drinks at the park's many dining options, surrounded by lush greenery and breathtaking views. Perfect for families, thrill-seekers, and anyone looking for a fun-filled day out, Canopy Park is a must-visit destination at Jewel Changi Airport. Create lasting memories as you play, dine, and explore this unique rooftop oasis. Discover hidden corners, challenge yourself on the various attractions, and soak in the vibrant atmosphere.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $6,"$6 per pax for Singapore residents, $8 per pax for Standard rate",6,6,8,Suitable for all ages,0,99,Available daily,"Mon - Thu: 10am - 9pm, Fri - Sun, Eve & PH: 10 - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Canopy Park,"Airport Blvd., Level 5 78, Singapore 819666","Attraction, Mall related","[{""local_path"": ""events_output/event_4/images/user_uploads/Canopy_Park__Play_and_Dine_Amidst_Nature_1.png"", ""filename"": ""Canopy_Park__Play_and_Dine_Amidst_Nature_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/canopy-park.html"", ""source_credit"": ""jewelchangiairport""}]",103.9895888,1.3600986,TRUE,East Region,Changi,,Jewel
214,Bouncing Net - Jewel Changi Airport,Jewel Changi Airport,Jump and bounce to your heart's content.,"The Bouncing Net offers a fun and energetic experience for visitors of all ages. This attraction allows you to bounce and jump on a large net suspended high above the ground, providing a thrilling and unique perspective of Jewel Changi Airport. It's a great way to release energy and enjoy a playful adventure with family and friends. The Bouncing Net is designed with safety in mind, ensuring a secure and enjoyable experience for everyone. Suitable for families and thrill-seekers alike, this attraction promises an exciting and memorable time amidst the beauty of Jewel.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $15.90,From $15.90 - $24.90 ,15.9,15.9,24.9,5 years old and above (min height 110cm),5,99,Available daily,"Available daily, 10am - 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Canopy Park,"Airport Blvd., Level 5 78, Singapore 819666","Attraction, Mall related","[{""local_path"": ""events_output/event_5/images/user_uploads/Bouncing_Net___Jewel_Changi_Airport_1.png"", ""filename"": ""Bouncing_Net___Jewel_Changi_Airport_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/bouncing-net.html"", ""source_credit"": ""jewelchangiairport""}]",103.9895888,1.3600986,TRUE,East Region,Changi,,Jewel
215,Mirror Maze - Jewel Changi Airport,Jewel Changi Airport,Get lost in a world of reflections and illusions.,"The Mirror Maze offers a mind-bending and visually stimulating experience for visitors of all ages. This attraction challenges your perception as you navigate through a labyrinth of mirrors, creating endless reflections and surprising illusions. It's a fun and engaging activity that encourages exploration and problem-solving. The Mirror Maze is designed to be both entertaining and safe, providing a unique and memorable experience for everyone. Suitable for families and those seeking a playful adventure, this attraction promises laughter and excitement amidst the wonders of Jewel.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $10.90,From $10.90 - $18.90,10.9,10.9,18.9,3 years old and above (All child must be accompanied by a paying adult),3,99,Available daily,"Available daily, 10am - 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Canopy Park,"L5 Jewel Canopy Park, Singapore 819666","Attraction, Mall related, Indoor Playground","[{""local_path"": ""events_output/event_6/images/user_uploads/Mirror_Maze___Jewel_Changi_Airport_1.png"", ""filename"": ""Mirror_Maze___Jewel_Changi_Airport_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/mirror-maze.html"", ""source_credit"": ""jewelchangairport""}]",103.9902312,1.359994,TRUE,East Region,Changi,,Jewel
216,Hedge Maze - Jewel Changi Airport,Jewel Changi Airport,Find your way through a lush green labyrinth.,"The Hedge Maze offers a classic and enchanting experience for visitors of all ages. This attraction challenges your sense of direction as you navigate through a winding labyrinth of lush greenery. It's a fun and engaging activity that encourages exploration and problem-solving. The Hedge Maze is designed to be both entertaining and safe, providing a unique and memorable experience for everyone. Suitable for families and those seeking a playful adventure, this attraction promises laughter and excitement amidst the wonders of Jewel.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $8.90,From $8.90 - $13.90,8.9,8.9,13.9,3 years old and above (All child must be accompanied by a paying adult),3,99,Available daily,"Available daily, 10am - 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Canopy Park,"78 Airport Boulevard Canopy Park, L5, Singapore 819666","Attraction, Mall related, Indoor Playground","[{""local_path"": ""events_output/event_7/images/user_uploads/Hedge_Maze___Jewel_Changi_Airport_1.png"", ""filename"": ""Hedge_Maze___Jewel_Changi_Airport_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/hedge-maze.html"", ""source_credit"": ""jewelchangiairport""}]",103.9901018,1.3606537,TRUE,East Region,Changi,,Jewel
217,Mastercard® Canopy Bridge - Jewel Changi Airport,Jewel Changi Airport,Stroll across a bridge high above the ground.,"The Mastercard® Canopy Bridge offers a breathtaking and unforgettable experience for visitors of all ages. Suspended high above the ground, this bridge provides stunning panoramic views of Jewel Changi Airport's iconic Rain Vortex and lush greenery. It's a perfect spot for taking memorable photos and enjoying the beauty of Jewel from a unique perspective. The Mastercard® Canopy Bridge is designed with safety in mind, ensuring a secure and enjoyable experience for everyone. Suitable for families and those seeking a scenic adventure, this attraction promises awe-inspiring moments amidst the wonders of Jewel.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $8.90,From $8.90 - $13.90,8.9,8.9,13.9,Suitable for all ages,0,99,Available daily,"Available daily, 10am - 9pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Canopy Park,"78 Airport Boulevard, #05-00, Jewel, Airport Blvd., Level 5 Singapore Changi Airport, 78, Singapore 819666","Attraction, Mall related","[{""local_path"": ""events_output/event_8/images/user_uploads/Mastercard__Canopy_Bridge___Jewel_Changi_Airport_1.png"", ""filename"": ""Mastercard__Canopy_Bridge___Jewel_Changi_Airport_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/Mastercard-canopy-bridge.html"", ""source_credit"": ""jewelchangiairport""}]",103.9897593,1.3602082,TRUE,East Region,Changi,,Jewel
218,Foggy Bowls - Jewel Changi Airport,Jewel Changi Airport,Play amongst clouds of mist in a whimsical setting.,"The Foggy Bowls offer a playful and enchanting experience for visitors of all ages. This attraction features a whimsical landscape with clouds of mist swirling around gentle depressions in the ground. It's a fun and interactive way to explore and create memorable moments with family and friends. The Foggy Bowls are designed to be both entertaining and safe, providing a unique and unforgettable experience for everyone. Suitable for families and those seeking a touch of magic, this attraction promises laughter and wonder amidst the beauty of Jewel.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $6,"$6 for Singapore residents, $8 for Standard rate",6,6,8,Suitable for all ages,0,99,Available daily,"Mon - Thu: 10am - 9pm, Fri - Sun, Eve & PH: 10am - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Canopy Park,"Airport Blvd., Level 5 78, Singapore 819666","Attraction, Mall related","[{""local_path"": ""events_output/event_9/images/user_uploads/Foggy_Bowls___Jewel_Changi_Airport_1.png"", ""filename"": ""Foggy_Bowls___Jewel_Changi_Airport_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/foggy-bowls.html"", ""source_credit"": ""jewelchangiairport""}]",103.9895888,1.3600986,TRUE,East Region,Changi,,Jewel
219,Jewel-rassic Quest - Jewel Changi Airport,Jewel Changi Airport,Embark on a thrilling prehistoric adventure at Jewel.,"Jewel-rassic Quest is an augmented reality game at Jewel Changi Airport. Roam around the various attractions and embark on a thrilling prehistoric adventure. Explore the Shiseido Forest Valley and Canopy Park while encountering dinosaurs. This interactive experience is perfect for families and children who love dinosaurs and adventure. Discover hidden secrets and complete challenges as you journey through the Jurassic period. An unforgettable experience for all ages, combining technology and nature in a unique way.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $18,"$18 for Singapore residents, $20 for Standard rate",18,18,20,6 years old and above,6,99,Available daily,"Available daily, 10.30am - 5.30pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Jewel Changi Airport,"78 Airport Boulevard, Singapore 819666","Attraction, Mall related, Indoor Playground","[{""local_path"": ""events_output/event_10/images/user_uploads/Jewel_rassic_Quest_Walking_Net___Jewel_Changi_Airport_1.jpg"", ""filename"": ""Jewel_rassic_Quest_Walking_Net___Jewel_Changi_Airport_1.jpg"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/Jewel-rassicQuest.html"", ""source_credit"": ""jewelchangiairport""}]",103.9897598,1.3602094,TRUE,East Region,Changi,,Jewel
220,Petal Garden at Jewel Changi Airport,Jewel Changi Airport,A winsome garden in bloom with vibrant floral displays.,"The Petal Garden at Jewel Changi Airport is a charming and vibrant floral display that captivates visitors with its beauty and fragrance. This garden showcases a variety of colorful flowers and lush greenery, creating a serene and picturesque environment. Perfect for families and children, the Petal Garden offers a delightful escape where they can admire the natural beauty and enjoy a peaceful stroll. The garden's design encourages exploration and appreciation of nature, making it a memorable experience for all ages. Whether you're looking for a relaxing spot or a photo opportunity, the Petal Garden is a must-visit attraction at Jewel Changi Airport.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $6,"$6 for Singapore residents, $8 for Standard rate",6,6,8,Suitable for all ages,0,99,Available daily,"Mon - Thu: 10am - 9pm, Fri - Sun, Eve & PH: 10am - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Jewel Changi Airport,"Airport Blvd., Level 5 78, Singapore 819666","Attraction, Mall related","[{""local_path"": ""events_output/event_11/images/user_uploads/Petal_Garden_at_Jewel_Changi_Airport_1.png"", ""filename"": ""Petal_Garden_at_Jewel_Changi_Airport_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/petal-garden.html"", ""source_credit"": ""jewelchangiairport""}]",103.9895888,1.3600986,TRUE,East Region,Changi,,Jewel
221,Topiary Walk at Jewel Changi Airport,Jewel Changi Airport,Bundles of fun at Canopy Park with Topiary Walk.,"Explore the enchanting Topiary Walk at Jewel Changi Airport's Canopy Park. This whimsical garden features meticulously sculpted topiaries in the shapes of various animals and plants, offering a delightful experience for visitors of all ages. Stroll through the lush greenery and admire the artistry of these living sculptures. The Topiary Walk provides a serene escape amidst the bustling airport environment, making it a perfect spot for families and nature enthusiasts to relax and enjoy the beauty of nature.",https://www.jewelchangiairport.com/en/attractions.html,activity,https://www.jewelchangiairport.com/en/attractions.html,FALSE,From $6,"$6 for Singapore residents, $8 for Standard rate",6,6,8,Suitable for all ages,0,99,Available daily,"Mon - Thu: 10am - 9pm, Fri - Sun, Eve & PH: 10am - 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,"Canopy Park, Jewel Changi Airport","Airport Blvd., Level 5 78, Singapore 819666","Attraction, Mall related","[{""local_path"": ""events_output/event_12/images/user_uploads/Topiary_Walk_at_Jewel_Changi_Airport_1.png"", ""filename"": ""Topiary_Walk_at_Jewel_Changi_Airport_1.png"", ""original_url"": ""https://www.jewelchangiairport.com/en/attractions/topiary-walk.html"", ""source_credit"": ""jewelchangiairport""}]",103.9895888,1.3600986,TRUE,East Region,Changi,,Jewel
222,Sands SkyPark Observation Deck Experiences,Marina Bay Sands,"Elevated city views, champagne, chocolates & photo book.","Bask in the beauty of golden hour from SkyPark Observation Deck. Enjoy elevated city views, premium champagne & chocolates pairing and a personalised photo book. From intimate sound meditation to high energy sessions, boost your physical and emotional well-being with a series of in-house classes at the Sands SkyPark. Embark on an electric escape in the city after dark. Toggle between three live DJs, groove to your own beat and dance the night away. Experience the race at its most exhilarating with exclusive vantage points, curated indulgences and high-octane spectacle magnified at every turn.",https://www.marinabaysands.com/see-and-do.html#attractions,activity,https://www.marinabaysands.com/see-and-do.html#attractions,FALSE,From $31,From $31 - $39,31,31,39,Suitable for all ages,0,99,Available daily,"Available daily, 10am – 4.30pm and 5pm – 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Sands SkyPark,"10 Bayfront Avenue, Hotel, Tower 3 Level 56, Marina Bay Sands, Singapore 018956",Attraction,"[{""local_path"": ""events_output/event_1/images/user_uploads/Sands_SkyPark_Observation_Deck_Experiences_1.jpg"", ""filename"": ""Sands_SkyPark_Observation_Deck_Experiences_1.jpg"", ""original_url"": ""https://www.marinabaysands.com/content/dam/revamp/attractions/TicketOnlineOrder/skypark-obs-deck-offpeak.jpg"", ""source_credit"": ""marinabaysands""}]",103.8610313,1.2852044,TRUE,Central Region,Downtown Core,,MBS
223,Spectra Light & Water Show at Marina Bay Sands,Marina Bay Sands,"Outdoor light and water show, free nightly.","An outdoor light and water extravaganza evoking Singapore’s journey to becoming a cosmopolitan city. Shows nightly for free at the Event Plaza. Spectra is a mesmerizing display of lights, music, and water effects that tells the story of Singapore's rich history and vibrant culture. Perfect for families, couples, and visitors of all ages, this free show is a must-see attraction. Experience the magic as the water dances to the rhythm of the music, creating a captivating and unforgettable spectacle. Gather around the Event Plaza and witness the beauty of Spectra under the stars. A truly enchanting experience for everyone.",https://www.marinabaysands.com/see-and-do.html#attractions,event,https://www.marinabaysands.com/see-and-do.html#attractions,TRUE,Free,Free,0,0,,Suitable for all ages,0,99,Available daily,"Sun – Thu: 8pm & 9pm, Fri & Sat: 8pm, 9pm & 10pm",1970-01-01T00:00:00,2099-12-31T23:59:00,Event Plaza,"10 Bayfront Ave, Event Plaza Marina Bay Sands, Singapore 018972",Attraction,"[{""local_path"": ""events_output/event_2/images/user_uploads/Spectra_Light___Water_Show_at_Marina_Bay_Sands_1.jpg"", ""filename"": ""Spectra_Light___Water_Show_at_Marina_Bay_Sands_1.jpg"", ""original_url"": ""https://www.marinabaysands.com/attractions/spectra.html"", ""source_credit"": ""marinabaysands""}]",103.8582926,1.2844216,TRUE,Central Region,Downtown Core,,MBS
224,NEX Mall kidzPLAY @ Skygarden Pirate Adventure,NEX Mall,Seafaring pirate adventure at rooftop kidzPLAY @ Skygarden.,"The NEX Mall playground, also known as kidzPLAY @ Skygarden, offers a pirate ship adventure theme with both wet and dry play areas. The water playground features a pirate ship structure with multiple levels, a sea monster with climbing holds and a slide, sprays, and fountains. The dry playground includes a red ship with slides and climbing apparatus, as well as low swings. There is also a changing room available for kids who wish to head to the water playground. The playground is open from 11 am to 7 pm and is located at Level 4R.",https://www.littledayout.com/nex-playground-mall-water-kidzplay-skygarden/,activity,https://www.littledayout.com/nex-playground-mall-water-kidzplay-skygarden/,TRUE,Free,Free,0,0,,12 years old and below,0,12,Available daily,"Available daily, 11am - 7pm",1970-01-01T00:00:00,2099-12-31T23:59:00,NEX Mall,"23 Serangoon Central, level 4R, Singapore 556083","Outdoor Playground, Mall related","[{""local_path"": ""events_output/event_1/images/user_uploads/NEX_Mall_kidzPLAY___Skygarden_Pirate_Adventure_1.jpeg"", ""filename"": ""NEX_Mall_kidzPLAY___Skygarden_Pirate_Adventure_1.jpeg"", ""original_url"": """", ""source_credit"": ""DrDavidSing""}]",103.8725607,1.3509205,TRUE,North-East Region,Serangoon,Water play,"Water, wet, ship, pirate, rooftop, NEX, tunnel, toddler, slide, swing"
