Name,Address,Phone,Website,Category
Little Artists Art Studio - (Main Studio),"15 Siglap Rd, #01-07 The Mandarin Gardens, Singapore 448912",+65 6449 0960,https://little-artists.com/,"art_studio,childrens_camp,child_care_agency,point_of_interest,establishment"
The Shichida Method HQ @ HDB Hub,"480 Lor 6 Toa Payoh, #12-01 HDB Hub East Wing, 310480, Singapore 310480",+65 6254 9555,http://www.shichidamethod.com/,"point_of_interest,establishment"
Agape School of Education,"Thomson Rd, #191A Goldhill Shopping Centre, Singapore 307632",+65 6222 2331,https://agape.school/,"point_of_interest,school,establishment"
SimplyIslam.sg,"152 Still Rd, Singapore 423991",+65 6547 4407,http://www.simplyislam.sg/,"book_store,consultant,point_of_interest,school,store,establishment"
Tamil CLASS,"180 Kitchener Rd, City Square Mall, Singapore 208539",+65 6303 0553,https://www.tamilclass.com.sg/,"preschool,child_care_agency,point_of_interest,school,establishment"
"Tamil Tuition- Tamil Amuthu Learning Centre, Singapore, தமிழ் பயிற்சி- தமிழ் அமுது பயிற்சி மையம், சிங்கப்பூர்","163 Bukit Merah Central, #03-3603, Singapore 150163",+65 8919 8105,http://www.tamilamuthu.sg/,"point_of_interest,establishment"
My Tamil Academy (Tamil Tuition & Enrichment),"BLK 106 Yishun Ring Rd, #02-181, Singapore 760106",+65 8760 4085,http://www.mytamilacademy.com/,"point_of_interest,establishment"
Tamil tuition - Tamilcube Learning Centre,"48 Serangoon Rd, #01-04 Arcade, Singapore 217959",+65 9850 1472,https://tuition.tamilcube.com/little-india/,"book_store,point_of_interest,store,establishment"
"Umar Pulavar Tamil Language Centre,உமறுப்புலவர் தமிழ் மொழி நிலையம்","2 Beatty Rd, Singapore 209943",+65 6298 0781,http://www.uptlc.moe.edu.sg/,"point_of_interest,establishment"
"Tamil Tuition Singapore - Tamilguru Learning Hub Pvt Ltd, தமிழ் மொழி பயிற்சி பள்ளி சிங்கப்பூர், தமிழ் குரு","6 Hillview Rise, Singapore 667980",+65 9270 9970,https://tamilguru.com.sg/,"university,primary_school,point_of_interest,school,establishment"
Jai Learning Hub - Singapore’s Premier Tamil Tution Centre,"291 Yishun Street 22, Singapore 760291",+65 8479 2537,https://jailearninghub.com/sg/,"consultant,point_of_interest,establishment"
Sargam Tamil Tuition Centre,"Blk 678 Hougang Ave 8, #01-515, Singapore 530678",+65 9456 2024,,"point_of_interest,establishment"
ThinkTamil Academy,"20 Veerasamy Rd, Singapore 207327",+65 8650 8608,,"point_of_interest,school,establishment"
Tamil tuition - Tamilcube Learning Centre,"133 Jurong Gateway Road, 04-291, Singapore 600133",+65 9850 1472,https://tuition.tamilcube.com/jurong-east/,"point_of_interest,establishment"
Tamil tuition - Tamilcube Learning Centre,"5 Tampines Central 6, #01-06, Singapore 529482",+65 9850 1472,https://tuition.tamilcube.com/tampines/,"point_of_interest,establishment"
Tamil tuition - Tamilcube Learning Centre,"53, Ang Mo Kio Avenue 3 03-08, AMK Hub, Singapore 569933",+65 9850 1472,https://tuition.tamilcube.com/ang-mo-kio/,"point_of_interest,establishment"
Tamil tuition - Tamilcube Learning Centre,"30 Sembawang Dr, #04-07 Sun Plaza, Singapore 757713",+65 9850 1472,https://tuition.tamilcube.com/sembawang/,"point_of_interest,establishment"
The Learners Council,"1 Fifth Ave., #03-06 Guthrie House, Singapore 268802",+65 8292 4288,http://www.thelearnerscouncil.com/,"consultant,child_care_agency,point_of_interest,school,establishment"
Berlitz Singapore Language & Assessment,"391B Orchard Road #16-01 Ngee Ann City Tower B, Singapore 238874",+65 6733 7472,https://berlitzsingaporeonline.com/,"point_of_interest,establishment"
Learn Indonesian Asia,"5 Shenton Wy, #10-01 UIC Building, Singapore 068808",+65 6648 0350,http://www.lia.com.sg/,"point_of_interest,establishment"
Aureus Academy at Woodleigh,"11 Bidadari Park Dr, #01-14/15, Singapore 367803",+65 6950 6170,https://www.aureusacademy.com/,"point_of_interest,establishment"
Wonderlingo,"81 Clemenceau Ave, #02-25, Singapore 239917",+65 8810 2506,https://www.wonderlingoedu.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1635786808018062690,"point_of_interest,establishment"
Raffles Online Education Pte Ltd,"10 Collyer Quay, #37-00 Ocean Financial Centre, Singapore 049315",+65 9052 7888,http://rafflesrole.com/,"point_of_interest,establishment"
MindFlex Home Tuition Agency,"28 Sin Ming Ln, Singapore 573972",+65 9695 3522,https://singaporetuitionteachers.com/,"consultant,point_of_interest,establishment"
Chequers Chinese,"231 Mountbatten Rd, #01-02B, Blk D, Mountbatten Centre, Singapore 397999",+65 8042 5372,http://chequerschinese.sg/,"store,point_of_interest,establishment"
Bowen Education Centre,"Blk 806 Hougang Central, #03-144, Singapore 530806",+65 9616 0836,http://bowenchinesetuition.com/,"school,point_of_interest,establishment"
Advo Education Centre,"1 Goldhill Plaza, #02-45, Singapore 308899",+65 9363 9153,https://www.advoedu.com/,"university,school,consultant,point_of_interest,establishment"
Yuquan Language School @ Coronation Plaza,"587 Bukit Timah Rd, #03-11 Coronation Plaza, Singapore 269707",+65 6789 0900,https://yuquan.com.sg/,"school,point_of_interest,establishment"
SOQ International Academy,"10 Anson Rd, #35-16, 23-08 International Plaza, Singapore 079903",+65 6996 3383,http://www.soq.edu.sg/,"school,consultant,point_of_interest,establishment"
Ministry of Enkindled,"2 First St, Singapore 458278",,https://ministryofenkindled.com/,"consultant,point_of_interest,establishment"
Mulberry Learning @ Tai Seng,"10 Upper Aljunied Link, #01 - 01/02/03, Singapore 367904",+65 6653 8082,https://mulberrylearning.com/,"preschool,child_care_agency,point_of_interest,school,establishment"
Bilingvi,"36 Armenian St, #02-03, Singapore 179934",+65 8338 3136,http://bilingvi.com/,"point_of_interest,school,establishment"
Play2see,"10 Winstedt Rd, Block A #01-11, Singapore 227977",+65 9360 4262,https://www.play2see.com/,"summer_camp_organizer,child_care_agency,point_of_interest,school,establishment"
My Learning Haven,"3 Temasek Blvd, #03-374 to 378, Suntec City Mall, Singapore 038983",+65 9852 5706,https://mylearninghaven.com/,"child_care_agency,point_of_interest,establishment"
Impact Family International School,"12 Aljunied Rd, Singapore 389801",+65 8860 3177,https://www.impactfamily.edu.sg/,"point_of_interest,school,establishment"
EtonHouse Pre-School Mountbatten 223,"223 Mountbatten Rd, #01-18, Singapore 398008",+65 6440 5100,https://www.etonhouse.edu.sg/school/mountbatten223/,"preschool,child_care_agency,point_of_interest,school,establishment"
Learning Vision Lifelong Learning Institute (Paya Lebar),"11 Eunos Rd 8, #04-04 Lifelong Learning Institute, Singapore 408601",+65 6781 0888,https://www.learningvision.com/,"preschool,child_care_agency,point_of_interest,school,establishment"
Zee Schoolhouse,"23 Wareham Rd, Singapore 436788",+65 6440 0090,http://www.aaytozee.com.sg/,"preschool,child_care_agency,point_of_interest,school,establishment"
Writers Studio School of English (Beauty World Centre),"144 Upper Bukit Timah Rd, #03-06 Beauty World Centre, Singapore 588177",+65 6469 3997,https://www.writerstudio.com.sg/,"health,consultant,point_of_interest,establishment"
The Chalkboard Academy (Primary English Tuition & Writing Classes),"66 E Coast Rd, #07-10 The Flow, Singapore 428778",+65 6348 8910,https://thechalkboardacademy.sg/,"point_of_interest,establishment"
WRITERS AT WORK Enrichment - King's Arcade (Bukit Timah),"559 Bukit Timah Rd, #01-02B, Singapore 269696",+65 6463 2956,http://www.writersatwork.com.sg/,"point_of_interest,establishment"
Bun's Academy,"708 Hougang Ave 2, Singapore 530708",+65 8136 9088,https://www.bunsacademy.sg/,"point_of_interest,establishment"
English Creative Writing Academy,"1 Maritime Square HarbourFront Centre, #04-01 [Lobby C, Singapore 099253",+65 9234 3278,http://www.thelittlegroup.sg/,"point_of_interest,establishment"
Writing Sprouts Language Arts School (Katong),"412B Joo Chiat Rd, Singapore 427637",+65 6247 7173,http://www.writingsprouts.com.sg/,"point_of_interest,establishment"
WRITERS AT WORK Enrichment - Clementi,"Clementi Ave 4, #01-15 / 25 / 27 / 29 Block 320, Singapore 120320",+65 6774 2618,http://www.writersatwork.com.sg/,"point_of_interest,establishment"
WRITERS AT WORK Enrichment - Ang Mo Kio,"728 Ang Mo Kio Ave 6, #01-4220, Singapore 560728",+65 6250 1906,http://www.writersatwork.com.sg/,"point_of_interest,establishment"
Writers' Guild (AMK Hub),"53 Ang Mo Kio Ave 3, #03-09/24 AMK Hub, Singapore 569933",+65 8127 4047,http://www.writersguildsg.com/,"point_of_interest,establishment"
Writers' Guild (Punggol Cove),"198 Punggol Fld, #02-04, Singapore 820198",+65 9625 4833,https://www.writersguildsg.com/,"point_of_interest,establishment"
The Write Connection - Bishan Community Club,"51 Bishan St. 13, #03-02 Bishan Community Club, Singapore 579799",+65 6025 0972,https://www.thewriteconnection.com.sg/,"point_of_interest,establishment"
The Write Connection - Parkway Parade,"80 Marine Parade Rd, #09-05/06 Parkway Parade, Singapore 449269",+65 6440 4540,http://www.thewriteconnection.com.sg/,"point_of_interest,establishment"
WRITERS AT WORK Enrichment - Central Plaza (Tiong Bahru),"298 Tiong Bahru Rd, #06-02 Central Plaza, Singapore 168730",+65 8388 5078,https://www.writersatwork.com.sg/,"point_of_interest,establishment"
Write Edge @ The Poiz Centre,"51 Upper Serangoon Rd, #03-02/03 The Poiz Centre, Singapore 347697",+65 8383 4550,https://www.write-edge.com/,"point_of_interest,establishment"
CreativEdge Learning,"6 Eu Tong Sen St, #05-16 The Central, Singapore 059817",+65 8787 3371,https://www.creativelearning.com.sg/,"point_of_interest,establishment"
AGrader Learning Centre - Buangkok,"70 Compassvale Bow, #02-04 Sengkang Grand Mall, Singapore 544692",+65 9637 8636,https://www.agrader.sg/,"point_of_interest,establishment"
The Alternative Story (Djitsun Mall),"5 Ang Mo Kio Central 2, #03-04, Singapore 569663",+65 6914 6602,https://thealternativestory.com/,"point_of_interest,establishment"
88Tuition PTE LTD,"271 Bukit Timah Road, Balmoral Rd, #03-08, Singapore 259708",+65 8811 0009,https://www.88tuition.com/,"point_of_interest,establishment"
Children’s Worklab,"02-K1, Forum The Shopping Mall, 583 Orchard Rd, Singapore 238884",+65 9729 7828,https://www.worklab.com.sg/,"point_of_interest,establishment"
Japanese Explorer - Best Japanese Language School In Singapore,"10 Anson Rd, #22-07C International Plaza, Singapore 079903",+65 9725 8311,https://www.japaneseexplorer.com.sg/,"point_of_interest,establishment"
Hougang Japanese Language School,"Hougang St 21, #04-113/119 Blk 204, Singapore 530204",+65 6282 7590,http://japaneselanguage.client.jp/,"point_of_interest,establishment"
Hougang Japanese Language School,"133 Jurong Gateway Rd, #03-291, Singapore 600133",+65 6282 7590,https://www.hougangjapanese.com/,"school,point_of_interest,establishment"
"The Japanese Supplementary School, Singapore","95 Clementi Rd, Singapore 129782",+65 6777 5560,http://www.jss.edu.sg/access,"point_of_interest,establishment"
Tomo Japanese Language School,"190 Clemenceau Ave, #03 #02, Singapore 239924",,http://www.tomo-japanese.com/,"point_of_interest,establishment"
Ikoma Language School,"350 Orchard Rd, Floor 12 #12-07 Shaw House, Singapore 238868",+65 6238 0288,https://www.ikoma.com.sg/,"point_of_interest,establishment"
JCS Japanese Language School,"112 Middle Rd, #05-00 Midland House, Singapore 188970",+65 6338 3428,https://www.jcss.org.sg/,"school,point_of_interest,establishment"
The Japanese Cultural Society,"112 Middle Rd, #05-00, Singapore 188970",+65 6338 3428,https://www.jcss.org.sg/,"point_of_interest,establishment"
Hougang Japanese Language School,"Blk 247 #01-K1, Tampines St. 21, #521247, Singapore 521247",+65 8062 4280,https://www.hougangjapanese.com/,"point_of_interest,establishment"
"The Japanese Association, Singapore","120 Adam Rd, Singapore 289899",+65 6591 8136,http://www.jas.org.sg/,"point_of_interest,establishment"
Taiyo | Japanese Language School,"20 Kramat Ln, #03-05, Singapore 228773",+65 6222 0583,https://www.taiyo.edu.sg/,"point_of_interest,establishment"
Artzillions Art School,"6 Ubi Rd 1, #02-01 Wintech Centre, Singapore 408726",+65 8738 8305,https://www.artzillions.com.sg/,"art_studio,school,point_of_interest,store,establishment"
Bunka Language School,"231 Bain St, #02-39, COMPLEX 180231",+65 9465 8892,http://www.bunkalang.com/,"school,point_of_interest,establishment"
HJLS TCG Kovan,"Hougang St 21, #04-113 Blk 204, Singapore 530204",+65 8764 9428,http://www.t.me/hjls4tcg,"point_of_interest,store,establishment"
Korean Explorer - Singapore Korean Classes,"10 Anson Rd, Unit, #22-07 E International Plaza, Singapore 079903",+65 9725 8311,https://www.koreanexplorer.com.sg/,"point_of_interest,establishment"
Hana Korean Language School - Singapore,"20 Kramat Ln, #05-05 United House, Singapore 228773",+65 6589 8674,https://hanakorean.com.sg/,"point_of_interest,establishment"
Daehan Korean Language Centre,"18 Jln Masjid, #02-01 Kembangan Plaza, Singapore 418944",+65 9113 9264,http://www.daehankorean.com/,"point_of_interest,establishment"
SEJONG Korean Language School (Singapore) - Central,"10 Anson Rd, #34-15 International Plaza, Singapore 079903",+65 8688 8803,https://sejong.com.sg/,"point_of_interest,establishment"
ezSAM Language Centre (Korean and Chinese),"1 Coleman St, #10-11, Singapore 179803",+65 9278 3262,,"cultural_center,school,point_of_interest,establishment"
Seoul Korean Language Centre Singapore,"208 Hougang St 21, #02-209, Singapore 530208",+65 9721 2433,https://www.seoulkorean.sg/,"point_of_interest,establishment"
ONLYOU Korean Language School (Singapore) - Korean Class,"170 Upper Bukit Timah Rd, #05-06/07 Shopping Centre, Singapore 588179",+65 8685 8365,https://www.onlyou.sg/,"point_of_interest,establishment"
SEJONG Korean Language School (Singapore) - East,"510 Tampines Central 1, Singapore 520510",+65 8688 8803,http://www.sejong.com.sg/,"point_of_interest,establishment"
Raffles Skills Lab International Training Centre Pte Ltd,"Blk 70 Geylang Bahru, #03-2719, Singapore 330070",+65 6392 5072,https://www.rsi.edu.sg/,"point_of_interest,establishment"
Kiddiwinkie Schoolhouse @ Orchard,"15 Scotts Rd, #02-01 Thong Teck Building, Singapore 228218",+65 6817 1394,https://kiddiwinkie.edu.sg/centres-list/orchard?utm_source=google_my_business&utm_medium=organic&utm_content=bouton_site_web&utm_campaign=gmb2025,"preschool,school,child_care_agency,point_of_interest,establishment"
SEJONG Korean Language School (Singapore) - West,"80 Jurong East Street 21, Devan Nair Institute of Employment and Employability, Singapore 609607",+65 8688 8803,https://www.sejong.com.sg/,"point_of_interest,establishment"
Korero Dance Collective,"482 Serangoon Rd, #05-01, Singapore 218149",+65 8660 9208,https://www.instagram.com/korerodance?igsh=bmx0aWFzbnE0bWJr,"point_of_interest,establishment"
Miss SY Wang Chinese Distinctions Learning Studio,"190 Clemenceau Ave, Dhoby Ghaut, Singapore 239924",+65 8686 1338,https://www.chinesedistinctions.sg/,"point_of_interest,establishment"
Titan Tech Academy,"3 Temasek Blvd, #02-738 / 739, Singapore 038983",+65 9828 0739,https://titantechacademy.com/,"point_of_interest,establishment"
INDUK Taekwondo,"231 Mountbatten Rd, Block G, #01-03, Singapore 397999",+65 6241 8005,http://www.induk.com.sg/,"sports_activity_location,health,child_care_agency,point_of_interest,establishment"
French Studio Language School,"81 E Coast Rd, Singapore 428785",+65 9499 9527,https://www.frenchstudio.sg/,"point_of_interest,school,establishment"
French Toast Language Centre,"220A Upper Thomson Rd, #02-00, Singapore 574352",+65 8518 4951,https://www.frenchtoast.sg/,"point_of_interest,establishment"
FRENCH FASTER,"60 Paya Lebar Rd, Paya Lebar Square, Singapore 409051",+65 3163 2483,https://frenchfaster.sg/,"point_of_interest,establishment"
French Council of Singapore: French lessons and French classes. Learn French in Singapore.,"68 Circular Rd, Singapore 049422",+65 9421 9108,https://www.french.com.sg/,"point_of_interest,establishment"
French Language Academy,"452 Ang Mo Kio Ave 10, #01-1793 - 2nd floor, Singapore 560452",+65 8339 7286,https://learningfrench.sg/,"point_of_interest,establishment"
Alliance Française de Singapour,"1 Sarkies Rd, Singapore 258130",+65 6737 8422,https://alliancefrancaise.org.sg/,"cultural_center,point_of_interest,establishment"
French Language School,"400 Orchard Rd, #06-10 Orchard Towers, Singapore 238875",+65 8509 9219,https://www.frenchschool.sg/,"point_of_interest,establishment"
International French School (IFS),"3000 Ang Mo Kio Ave 3, Singapore 569928",+65 6805 0000,https://www.ifs.edu.sg/,"point_of_interest,school,establishment"
Les Oliviers French/English Montessori,"66 Namly Pl, Singapore 267211",+65 9145 3656,https://www.oliviers-french-montessori.com/,"preschool,child_care_agency,point_of_interest,school,establishment"
Voilivoilou Learning Centre Singapore,"160 Robinson Rd, #14-04 SBF Center, Singapore 068914",+65 9482 2012,http://voilivoilou.sg/,"point_of_interest,establishment"
At-Sunrice GlobalChef Academy,"28 Tai Seng St, Level 5 Sakae Building, Singapore 534106",+65 6416 6688,https://at-sunrice.com/,"point_of_interest,establishment"
Cherie Hearts @ Charlton,"19F Charlton Ln, Singapore 539643",+65 9101 6812,https://cherieheartscharlton.com.sg/,"preschool,child_care_agency,point_of_interest,school,establishment"
Spanish Studio Language School,"81 E Coast Rd, Singapore 428785",+65 9499 9527,https://www.spanishstudio.sg/,"point_of_interest,school,establishment"
"Commune Kitchen - Local Cooking Classes, Team Building, & Kitchen Rental","182 Cecil St, #02-10/11 Frasers Tower, Singapore 069547",+65 9179 9653,https://www.communekitchen.com/,"point_of_interest,food,establishment"
Nili Chinese Learning Nili老师华文乐园,"275 Thomson Rd, #01-22 Novena Regency, Singapore 307645",+65 8799 0827,https://www.nilichineselearning.com/,"point_of_interest,school,establishment"
LTL Mandarin School Singapore,"1 Marine Parade Central, Parkway Centre, Singapura 449408",+65 8819 6875,https://ltl-singapore.com/,"point_of_interest,school,establishment"
Yi Mandarin - Learn Mandarin Singapore,"20 Kramat Lane #05-05, United House, Singapore 228773",+65 6589 8197,https://yimandarin.com.sg/,"point_of_interest,establishment"
HappyCare-Student Care,"Bedok North Street 3, 509号#01-109 邮政编码: 460509",+65 8138 2460,http://www.studentcare.sg/,"child_care_agency,point_of_interest,establishment"
Edventure Learning Academy,"750 Chai Chee Rd, #01-14/14A Esr Bizpark @ Chai Chee, Singapore 469000",+65 9829 5900,http://edventurelearning.sg/,"child_care_agency,store,point_of_interest,establishment"
Greenland Childcare,"1 Geylang Bahru Ln, #01-02, Singapore 339631",+65 6538 3301,http://www.greenlandchildcare.com/,"child_care_agency,point_of_interest,establishment"
Our Children's House International Childcare Centre,"106 Paya Lebar Cres, Singapore 536186",+65 6635 7668,https://www.ourchildrenshouse.com.sg/,"preschool,child_care_agency,school,point_of_interest,establishment"
Mandarins Student Care Singapore,"1 Pemimpin Dr, #03-02 One Pemimpin, Singapore 576151",+65 8013 8154,https://www.mandarins-studentcare.com/,"child_care_agency,point_of_interest,establishment"
CUROS After-School Student Care @ Thomson Plaza,"301 Upper Thomson Rd, #02-22, Singapore 574408",+65 8946 1236,https://www.curos.com.sg/,"child_care_agency,point_of_interest,establishment"
Jus Students @ Katong,"158 E Coast Rd, Singapore 428866",+65 8686 7770,https://jusstudents.com/,"child_care_agency,point_of_interest,establishment"
Hokkien Huay Kuan Student Care School After School 午后学堂托管,"5 Sennett Rd, Singapore 466781",+65 6589 9500,https://www.shhkca.com.sg/after-school-care,"child_care_agency,point_of_interest,establishment"
Big Heart Student Care HQ,"65 Tanjong Katong Rd, Singapore 436957",+65 9653 3398,https://bigheartstudentcare.com/contact-us/,"corporate_office,point_of_interest,establishment"
Out of Box Academy - Second Avenue,"Bukit Timah Rd, 733, Singapore 269748",+65 6339 3075,https://outofbox.com.sg/student-care-second-avenue/,"child_care_agency,point_of_interest,establishment"
MindChamps MindSpace @ Tampines Junction | After School Student Care for P1-P5 | MindChamps Enrichment & PSLE for P1-P6,"300 Tampines Ave 5, #08-04 NTUC Income@Tampines Junction, Singapore 529653",+65 8850 4255,https://mindspace.mindchamps.org/mindspace-tampines-junction/?utm_source=google&utm_medium=gmb&utm_campaign=organic_gmb&utm_id=organic,"child_care_agency,school,point_of_interest,establishment"
Ideal Montessori Pte Ltd,"1 Youngberg Terrace, Avon Park, Singapore 357741",+65 6288 5421,https://www.babyment.com/childcare/childcare-centre.php?childcare_id=309,"child_care_agency,point_of_interest,establishment"
Learning Leap Student Care Centre (Newton),"204 Bukit Timah Rd, #01-00 Boon Liew Building, Singapore 229863",+65 6333 6535,https://learningleap.edu.sg/,"point_of_interest,establishment"
"Thrive After-school, East Coast","139 E Coast Rd, #02-01, Singapore 428829",+65 6816 1352,https://thrive.juliagabriel.com/,"child_care_agency,point_of_interest,establishment"
"Thrive After-school, New Bahru","46 Kim Yam Rd, #04-10 New Bahru, Singapore 239351",+65 6931 0045,https://thrive.juliagabriel.com/,"child_care_agency,point_of_interest,establishment"
Camp Asia,"1 Woodleigh Ln, Singapore 357684",+65 6289 5888,https://www.campasia.asia/,"child_care_agency,amusement_center,lodging,point_of_interest,establishment"
PlayFACTO School @ Bedok Central | Student Care Bedok,"Blk 209 New Upper Changi Rd, #04-651, Singapore 460209",+65 9773 4336,https://playfactoschool.com.sg/bedok-central/,"child_care_agency,school,point_of_interest,establishment"
Plain as Play by The Makers' Club,"199A E Coast Rd, Singapore 428902",+65 8044 3254,https://www.themakersclub.sg/,"child_care_agency,point_of_interest,establishment"
Ascendo Academy - Mountbatten,"231 Mountbatten Road Block B, #02-01, Singapore 397999",+65 8383 1896,http://www.ascendo.sg/,"school,consultant,point_of_interest,establishment"
The Lab Singapore (Kinex),"11 Tanjong Katong Rd, #03-01/02 KINEX Shopping Mall, Singapore 437157",+65 8488 7017,http://www.thelab.sg/,"point_of_interest,establishment"
MathScape Learning Centre,"203 Hougang St 21, #03-71, Singapore 530203",+65 8824 1378,http://www.mathscapelearning.com/,"point_of_interest,establishment"
Erudition Learning Hub,"Goldhill Centre 165B GoldHill Shopping Centre, Singapore 307618",+65 8788 5296,,"point_of_interest,establishment"
Terry Chew Academy,"167A Thomson Rd, Goldhill Shopping Centre, Singapore 307619",+65 8809 5884,https://terrychew.com.sg/,"child_care_agency,school,point_of_interest,establishment"
Math Prodigies Learning Centre,"16 Jln Masjid, #01-07 Kembangan Suites, Singapore 418941",+65 8363 5713,https://www.mathprodigies.com/,"school,point_of_interest,establishment"
"Master Maths Education Centre (PSLE, 'N' to 'O' Levels) | Farrer Park Branch","672A Klang Ln, #01-97, Singapore 211672",+65 9118 3767,https://linktr.ee/mastermathsed,"school,point_of_interest,establishment"
Kainetik Learning Centre,"266 Serangoon Central Dr, #02-251, Singapore 550266",+65 8795 5534,https://www.kainetik.com/,"school,point_of_interest,establishment"
The Learners' Circle Academy,"1 Goldhill Plaza, #03-29 Podium Block, Singapore 308899",+65 8886 2188,http://thelearnerscircle.com/,"point_of_interest,establishment"
AM Academy,"225A E Coast Rd, Singapore 428922",+65 9875 2843,http://www.amacademysg.com/,"school,point_of_interest,establishment"
Future Academy (Bugis),"175A Bencoolen Street #06-05, Burlington Square, Singapore 189650",+65 6884 6566,https://www.fa.edu.sg/,"point_of_interest,establishment"
Maythematics Math Tuition,"5 Jalan Masjid, Kembangan Court, Jln Masjid, #01-13 Courts, 5, Singapore 418924",+65 8915 0859,http://www.maythematics.com/,"point_of_interest,establishment"
Math Lobby- Secondary Math Tuition Centre,"39 Pheng Geck Ave, #01-30 Sennett Residence (Beside Potong Pasir Exit B, Singapore 348234",+65 9632 2202,http://www.mathlobby.com/,"point_of_interest,establishment"
"Zenith Education Studio - Paya Lebar | JC Tuition, Secondary School Tuition | Math, Chem, Econs, Physics, GP, English","11 Tanjong Katong Road, KINEX, #02-09, Singapore 437157",+65 8768 7651,https://www.zenitheducationstudio.com/location/paya-lebar,"point_of_interest,establishment"
Brain Matter Tuition @ Bishan,"503 Bishan St.11, #01-448, Singapore 570503",+65 9791 1234,http://www.brainmatter.com.sg/,"point_of_interest,establishment"
Neuromath Academy Pte Ltd,"1 Paya Lebar Link, PLQ2 408533",+65 9623 0836,http://neuromathacademy.com/,"point_of_interest,establishment"
"The Pique Lab | PSLE, O Level Science & Math Tuition Centre","1 Selegie Rd, #07-01 GR.iD Mall, Singapore 188306",+65 6909 1063,https://thepiquelab.com/,"point_of_interest,establishment"
eiMaths@Aljunied,"#05-102 Aljunied Ave 2, Blk 118, Singapore 380118",+65 6841 8148,http://www.eimaths.com/,"school,point_of_interest,establishment"
"Joyce Math Lab (Math Specialized Tuition, PSLE Math, IGCSE, AMath, IP Math, Edexcel Math, Primary Math)","81 Aljunied Rd, Level 8+ Abiel SpacePlus, III 389823",+65 8895 8961,http://www.joycemathlab.sg/,"point_of_interest,establishment"
MAD Learning Space,"2 Kallang Ave, #08-12, Singapore 339407",+65 9675 0623,https://www.madlearningspace.com/,"point_of_interest,establishment"
Mathmunchies (Math tuition),"511 Guillemard Rd, #03-11 Grandlink square, Singapore 399849",+65 8899 3511,https://www.instagram.com/mathmunchies/,"point_of_interest,establishment"
Outperformers Math,"60 Paya Lebar Rd, Singapore 409051",+65 8932 5481,https://outperformers.sg/,"point_of_interest,establishment"
Grade Solution Learning Centre,"7 Temasek Blvd, #12-07 Suntec Tower One, Singapore 038987",+65 8495 1120,https://www.gradesolution.com.sg/,"point_of_interest,establishment"
Little Scholars - Tuition Centre & Enrichment Classes in Orchard Road Singapore,"150 Orchard Rd, #08-12 Orchard Plaza, Singapore 238841",+65 9824 9348,https://littlescholars.biz/,"point_of_interest,school,establishment"
MPM Math and KE @ Parkway Centre,"1 Marine Parade Central, #08-09, Singapore 449408",+65 8753 9738,http://kecparkway.com/,"point_of_interest,establishment"
Math Monkey Singapore,"148A E Coast Rd, Singapore 428836",+65 6635 6395,http://www.mathmonkey.com.sg/,"point_of_interest,establishment"
Spark Education - Learning Centre,"112 E Coast Rd, #04-16/17, Singapore 428802",+65 9001 6868,http://sparkedu.com/sg,"point_of_interest,establishment"
Roots Abacus & Mathematics,"865 Mountbatten Rd, Singapore 437844",+65 9836 9997,https://www.rootsabacusmentalmaths.com/,"point_of_interest,establishment"
Fun With Abacus,"The Midtown Lobby B, Upper Serangoon Rd, #533971, Singapore 533971",+65 9786 5383,http://www.funwithabacus.com/,"point_of_interest,establishment"
SIP Abacus & Brain Exercise,"Upper Serangoon Rd, #02-10 756, Singapore 534626",+65 9424 4953,http://www.sipbrainpower.sg/,"point_of_interest,establishment"
UCMAS Singapore: Mental Arithmetic & Abacus Classes,"988 Upper Serangoon Rd, #01-14 Stars of Kovan, Singapore 534733",+65 8956 5191,https://ucmas.sg/,"school,point_of_interest,establishment"
Mentalmatics (Marine Parade),"1 Marine Parade Central, #03-02 Parkway Centre, Singapura 449408",+65 6022 0779,https://marineparade.mentalmatics.sg/,"point_of_interest,establishment"
Shenmo Education Centre,"Blk123 Bukit Merah Lane 1, #03-104, Singapore 150123",+65 8366 3987,http://www.shenmo.com.sg/,"point_of_interest,establishment"
UCMAS Abacus & Mental Arithmetic (Goldhill),"207B Thomson Rd, Level 3 Goldhill Shopping Centre, Singapore 307640",+65 8956 5191,https://www.ucmas.sg/,"point_of_interest,establishment"
Superman Mental Arithmetic (Hougang) | 超人珠心算,"Blk 212 Hougang St 21, #01-319, Singapore 530212",+65 8858 9399,http://www.supermanschool.com.sg/,"point_of_interest,establishment"
E&P Learning Place,"402 Orchard Rd, #04-07/13 Delfi Orchard, Singapore 238876",+65 6737 2588,https://www.enplearningplace.com/,"school,point_of_interest,establishment"
Superman Mental Arithmetic (Ang Mo Kio) | 超人珠心算,"Blk 702 Ang Mo Kio Ave 8, #02-2521, Singapore 560702",+65 8858 9399,http://www.supermanschool.com.sg/,"point_of_interest,establishment"
Mentalmatics (Bukit Batok),"373 Bukit Batok Street 31, #02-246, Singapore 650373",+65 6339 5985,http://www.mentalmatics.com.sg/,"school,point_of_interest,establishment"
CMA Mental Arithmetic (Toa Payoh) Centre,"Blk 83 Lor 2 Toa Payoh, #01-443, Singapore 310083",+65 6353 5438,https://www.facebook.com/share/16U7ZKWtme/,"point_of_interest,establishment"
